name,cloneOf,description
metlclsh,,Metal Clash (Japan)
metlfrzr,,Metal Freezer
metlhawk,,Metal Hawk (Rev C)
metlhawkj,18839,"Metal Hawk (Japan, Rev F)"
metlsavr,,Metal Saver
metmqstr,,Metamoqester (International)
metrocrs,,Metro-Cross (set 1)
metrocrsa,18843,Metro-Cross (set 2)
mexico,,Mexico 86 (German speech)
mexico86,10267,Mexico 86 (bootleg of Kick and Run) (set 1)
mexico86a,10267,Mexico 86 (bootleg of Kick and Run) (set 2)
mf_achas,18600,Astro Chase (Max-A-Flex)
mf_bdash,18600,Boulder Dash (Max-A-Flex)
mf_brist,18600,Bristles (Max-A-Flex)
mf_flip,18600,Flip &amp; Flop (Max-A-Flex)
mfightc,10517,Mahjong Fight Club (ver JAD)
mfightcc,0,Mahjong Fight Club (ver JAC)
mfish_11,18857,Multi Fish (031124)
mfish_12,18857,Multi Fish (040308)
mfish_12a,18857,"Multi Fish (bootleg, 040308, banking address hack)"
mfish_13,,Multi Fish (040316)
mfish_3,18857,Multi Fish (021124)
mfish_3a,18857,"Multi Fish (bootleg, 021124, banking address hack)"
mfish_6,18857,Multi Fish (030124)
mfish_8,18857,Multi Fish (030522)
mfjump,31791,Monster Farm Jump (Japan)
mfunclub,,Mahjong Fun Club - Idol Saizensen (Japan)
mg_alad,,Aladdin's Cave (Maygay M2)
mg_bb,,Big Break (Maygay M2)
mg_ewg,,Each Way Gambler (Maygay M2)
mg_gbr,,Guinness Book Of Records (Maygay M2)
mg_jv,,Jack &amp; Vera (Maygay M2)
mg_kf,,Krypton Factor (Maygay M2)
mg_lug,,London Underground (Maygay M2)
mg_pbw,,Pinball Wizard (Maygay M2)
mg_risk,,Risk (Maygay M2)
mg_scl,,Super Clue (Maygay M2)
mgakuen,,Mahjong Gakuen
mgakuen2,,Mahjong Gakuen 2 Gakuen-chou no Fukushuu
mgames,,Match Games
mgarden,1003,"Magic Garden (AHG1211, Export, 88.26%)"
mgavegas,,"Vegas 1 (Ver 2.3 dual coin pulse, shorter)"
mgavegas133,18878,Vegas 1 (Ver 1.33 single coin pulse)
mgavegas21,18878,"Vegas 1 (Ver 2.1 dual coin pulse, longer)"
mgcldate,0,Magical Date / Magical Date - dokidoki kokuhaku daisakusen (Ver 2.02J)
mgcldtex,31087,Magical Date EX / Magical Date - sotsugyou kokuhaku daisakusen (Ver 2.01J)
mgcrystl,,"Magical Crystals (World, 92/01/10)"
mgcrystlj,18883,"Magical Crystals (Japan, 92/01/13)"
mgcrystlo,18883,"Magical Crystals (World, 91/12/10)"
mgcs,,Mahjong Man Guan Cai Shen (V103CS)
mgctouc,1003,Magic Touch
mgdh,,"Mahjong Man Guan Da Heng (Taiwan, V125T1)"
mgdha,18888,"Mahjong Man Guan Da Heng (Taiwan, V123T1)"
mgforst,1004,Magic Forrest
mgfx,,Man Guan Fu Xing
mgion,,Gionbana [BET] (Japan 890207)
mgmen89,,Mahjong G-MEN'89 (Japan 890425)
mgmerm,1004,"Magic Mermaid (0251331, US)"
mgnumber,3397,Magic Number
mgolf,,Atari Mini Golf (prototype)
mgprem11,3397,Magic Premium (v1.1)
mhavoc,,Major Havoc (rev 3)
mhavoc2,18898,Major Havoc (rev 2)
mhavocp,18898,Major Havoc (prototype)
mhavocrv,18898,Major Havoc (Return to Vax)
mhgaiden,,Mahjong Hourouki Gaiden (Japan)
mhhonban,,Mahjong Housoukyoku Honbanchuu (Japan)
mia,,M.I.A. - Missing in Action (version T)
mia2,18904,M.I.A. - Missing in Action (version S)
miaj,18904,M.I.A. - Missing in Action (version R) (Japan)
mice,,Mice
michigan,,Michigan (Bingo)
michkit1,18908,Michigan Bingo Kit 1 Generation (Bingo)
michkitb,18908,Michigan Kit Bingo Stake 6/10 (Bingo)
michnew,18908,Michigan Bingo New (Bingo)
michstake,18908,Michigan Bingo Stake 6/10 (Bingo)
micral,,Micral 80-22G
microeng,899,Micro Engenho
microkit,,COSMAC Microkit
micrombc,30775,Microman Battle Charge (J 990326 V1.000)
micronic,,Micronic 1000
microtan,,Microtan 65
microvsn,,MicroVision
midearth,,Middle Earth
midnrun,,"Midnight Run: Road Fighters 2 (EAA, Euro v1.11)"
midnruna,18921,"Midnight Run: Road Fighters 2 (AAA, Asia v1.10)"
midres,,Midnight Resistance (World)
midresb,18923,Midnight Resistance (bootleg with 68705)
midresbj,18923,Midnight Resistance (Joystick bootleg)
midresj,18923,Midnight Resistance (Japan)
midresu,18923,Midnight Resistance (US)
miexchng,19805,Money Puzzle Exchanger / Money Idol Exchanger
mightguy,,Mighty Guy
mightybj,,Vs. Mighty Bomb Jack (Japan)
mikie,,Mikie
mikiehs,18931,Mikie (High School Graffiti)
mikiej,18931,Shinnyuushain Tooru-kun
mikro80,,Mikro-80
mikrolab,31541,Mikrolab KR580IK80
mikron2,22303,Mikron-2
mikrosha,22303,Mikrosha
mil4000,,Millennium Nuovo 4000 (Version 2.0)
mil4000a,18938,Millennium Nuovo 4000 (Version 1.8)
mil4000b,18938,Millennium Nuovo 4000 (Version 1.5)
mil4000c,18938,Millennium Nuovo 4000 (Version 1.6)
milano,21562,Mephisto Milano Schachcomputer
milkin,1004,"Milkin' It (10251911, NSW/ACT)"
millipdd,18945,Millipede Dux (hack)
milliped,,Millipede
milln_l3,,Millionaire (L-3)
millpac,2635,Millpac (bootleg of Centipede)
millsun,,Millennium Sun
mimonkey,,Mighty Monkey
mimonsco,18949,Mighty Monkey (bootleg on Super Cobra hardware)
mimonscr,18949,Mighty Monkey (bootleg on Scramble hardware)
mimonscra,18949,"Mighty Monkey (Kaina Games, bootleg on Scramble hardware)"
minasan,19805,Minasan no Okagesamadesu! Dai Sugoroku Taikai (MOM-001 ~ MOH-001)
minefld,,Minefield
minefldfe,18954,"Minefield (The Logicshop, bootleg)"
minemine,1003,"Mine, Mine, Mine (Export)"
mineswpr,,Minesweeper
mineswpr4,18957,Minesweeper (4-Player)
minferno,,Inferno (Meadows)
mini2440,,Mini2440
miniboy7,,Mini-Boy 7 (set 1)
miniboy7a,18961,Mini-Boy 7 (set 2)
minicom,,Minicom IV (1997-08-11)
minigolf,,Mini Golf (11/25/85)
minigolf2,18964,Mini Golf (10/8/85)
minivadr,,Mini Vaders
mirage,,Mirage Youjuu Mahjongden (Japan)
mirax,,Mirax (set 1)
miraxa,18968,Mirax (set 2)
mirderby,,Miracle Derby - Ascot
mirninja,,Mirai Ninja (Japan)
misdraw,,"Michigan Super Draw (2131-16, U5-2)"
misncrft,,Mission Craft (version 2.7)
misncrfta,18973,Mission Craft (version 2.4)
missb2,,Miss Bubble II
missile,,Missile Command (rev 3)
missile1,18976,Missile Command (rev 1)
missile2,18976,Missile Command (rev 2)
missilem,18976,Missile Command Multigame
missilex,,Missile-X [TTL]
missmw96,18982,Miss Mister World '96 (Nude)
missw96,,"Miss World '96 (Nude) (C-3000A PCB, set 1)"
missw96a,18982,"Miss World '96 (Nude) (C-3000A PCB, set 2)"
missw96b,18982,"Miss World '96 (Nude) (C-3000A PCB, set 3)"
missw96c,18982,Miss World '96 (Nude) (C-3000B PCB)
misterx,,MisterX
mistrum,30235,Mistrum
mits680b,,Altair 680b
mizubaku,10741,Mizubaku Daibouken (Japan)
mj2,2748,Sega Network Taisen Mahjong MJ 2 (Rev G) (GDX-0006G)
mj2c,0,Sega Network Taisen Mahjong MJ 2 (Rev C) (GDX-0006C)
mj2f,0,Sega Network Taisen Mahjong MJ 2 (Rev F) (GDX-0006F)
mj3,2748,Sega Network Taisen Mahjong MJ 3 (Rev F) (GDX-0017F)
mj3d,0,Sega Network Taisen Mahjong MJ 3 (Rev D) (GDX-0017D)
mj3evo,2748,Sega Network Taisen Mahjong MJ 3 Evolution (Rev B) (GDX-0021B)
mj4simai,,Wakakusamonogatari Mahjong Yonshimai (Japan)
mjanbari,9906,Medal Mahjong Janjan Baribari [BET] (Japan)
mjangels,,Mahjong Angels - Comic Theater Vol.2 (Japan)
mjapinky,,Almond Pinky [BET] (Japan)
mjcamera,,Mahjong Camera Kozou (set 1) (Japan 881109)
mjcamerb,,Mahjong Camera Kozou (set 2) (Japan 881109)
mjchuuka,,Mahjong Chuukanejyo (China)
mjclinic,,Mahjong Clinic (Japan)
mjclub,,Mahjong Club [BET] (Japan)
mjcomv1,,Mahjong Comic Gekijou Vol.1 (Japan)
mjdchuka,,"Mahjong The Dai Chuuka Ken (China, D111)"
mjdejav2,19008,Mahjong Shinkirou Deja Vu 2 (Japan)
mjdejavu,,Mahjong Shinkirou Deja Vu (Japan)
mjderngr,,Mahjong Derringer (Japan)
mjdialq2,,Mahjong Dial Q2 (Japan)
mjdialq2a,19010,"Mahjong Dial Q2 (Japan, alt.)"
mjdiplob,,Mahjong Diplomat [BET] (Japan)
mjegolf,,Mahjong Erotica Golf (Japan)
mjelct3,19017,"Mahjong Electron Base (parts 2 &amp; 3, Japan)"
mjelct3a,19017,"Mahjong Electron Base (parts 2 &amp; 3, alt., Japan)"
mjelctrb,19017,"Mahjong Electron Base (parts 2 &amp; 4, Japan, bootleg)"
mjelctrn,,"Mahjong Electron Base (parts 2 &amp; 4, Japan)"
mjembase,19017,Mahjong Electromagnetic Base
mjflove,,Mahjong Fantasic Love (Japan)
mjfocus,,Mahjong Focus (Japan 890313)
mjfocusm,19020,Mahjong Focus [BET] (Japan 890510)
mjfriday,,Mahjong Friday (Japan)
mjgaiden,,Mahjong Gaiden [BET] (Japan 870803)
mjgnight,,"Mahjong Gorgeous Night (Japan, TSM003-01)"
mjgottsu,,Mahjong Gottsu ee-kanji (Japan)
mjgottub,,Medal Mahjong Gottsu ee-kanji [BET] (Japan)
mjgtaste,,Mahjong G-Taste
mjhokite,,Mahjong Hourouki Okite (Japan)
mjifb,,Mahjong If...? [BET]
mjifb2,19029,Mahjong If...? [BET](2921)
mjifb3,19029,Mahjong If...? [BET](2931)
mjikaga,,Mahjong Ikaga Desu ka (Japan)
mjkinjas,,Mahjong Kinjirareta Asobi (Japan)
mjkjidai,,Mahjong Kyou Jidai (Japan)
mjkoiura,,Mahjong Koi Uranai (Japan set 1)
mjkojink,,Mahjong Kojinkyouju (Private Teacher) (Japan)
mjlaman,,Mahjong La Man (Japan)
mjleague,,Major League
mjlstory,,Mahjong Jikken Love Story (Japan)
mjmaglmp,,Mahjong Magic Lamp (v. JAA02)
mjmania,,Mahjong Mania - Kairakukan e Youkoso (Japan)
mjmyorn2,,Mahjong The Mysterious Orient Part 2 - Exotic Dream
mjmyornt,19042,Mahjong The Mysterious Orient
mjmyster,,Mahjong The Mysterious World (set 1)
mjmyuniv,,"Mahjong The Mysterious Universe (Japan, D85)"
mjmywrld,19044,Mahjong The Mysterious World (set 2)
mjnanpaa,19048,Mahjong Nanpa Story (Japan 890712)
mjnanpas,,Mahjong Nanpa Story (Japan 890713)
mjnanpau,19048,Mahjong Nanpa Story (Ura) (Japan 890805)
mjnatsu,,Mahjong Natsu Monogatari (Japan)
mjnquest,,Mahjong Quest (Japan)
mjnquestb,19051,Mahjong Quest (No Nudity)
mjprivat,,Mahjong Private (Japan)
mjreach,,Mahjong Reach (bootleg)
mjreach1,,Mahjong Reach Ippatsu (Japan)
mjschuka,,"Mahjong Super Dai Chuuka Ken (Japan, D115)"
mjsenka,,Mahjong Senka (Japan)
mjsikakb,19061,Mahjong Shikaku (Japan 880722)
mjsikakc,19061,Mahjong Shikaku (Japan 880806)
mjsikakd,19061,Mahjong Shikaku (Japan 880802)
mjsikaku,,Mahjong Shikaku (Japan 880908)
mjsister,,Mahjong Sisters (Japan)
mjsiyoub,,Mahjong Shiyou (Japan)
mjtensin,,Mahjong Tensinhai (Japan)
mjuraden,,Mahjong Uranai Densetsu (Japan)
mjvegas,19067,Mahjong Vegas (Japan)
mjvegasa,,"Mahjong Vegas (Japan, unprotected)"
mjyarou,,Mahjong Yarou [BET] (Japan)
mjyougo,,Mahjong-yougo no Kisotairyoku (Japan)
mjyuugi,,Mahjong Yuugi (Japan set 1)
mjyuugia,19070,Mahjong Yuugi (Japan set 2)
mjzoomin,,Mahjong Channel Zoom In (Japan)
mk,,Mortal Kombat (rev 5.0 T-Unit 03/19/93)
mk14,,MK-14
mk2,,Mortal Kombat II (rev L3.1)
mk2chal,19075,Mortal Kombat II Challenger (hack)
mk2r11,19075,Mortal Kombat II (rev L1.1)
mk2r14,19075,Mortal Kombat II (rev L1.4)
mk2r20,19075,Mortal Kombat II (rev L2.0)
mk2r21,19075,Mortal Kombat II (rev L2.1)
mk2r30,19075,Mortal Kombat II (rev L3.0)
mk2r31e,19075,Mortal Kombat II (rev L3.1 (European))
mk2r32e,19075,Mortal Kombat II (rev L3.2 (European))
mk2r42,19075,"Mortal Kombat II (rev L4.2, hack)"
mk2r91,19075,"Mortal Kombat II (rev L9.1, hack)"
mk3,,Mortal Kombat 3 (rev 2.1)
mk3mdb,,Mortal Kombat 3 (bootleg of Megadrive version)
mk3p40,19086,Mortal Kombat 3 (rev 1 chip label p4.0)
mk3r10,19086,Mortal Kombat 3 (rev 1.0)
mk3r20,19086,Mortal Kombat 3 (rev 2.0)
mk3snes,,Mortal Kombat 3 (SNES bootleg)
mk4,,Mortal Kombat 4 (version 3.0)
mk4a,19092,Mortal Kombat 4 (version 2.1)
mk4b,19092,Mortal Kombat 4 (version 1.0)
mk82,1754,MK-82
mk83,33135,MK-83
mk85,,MK-85
mk88,8228,MK-88
mk90,,MK-90
mkartag2,31821,"Mario Kart Arcade GP 2 (Japan, MK21 Ver.A)"
mkartag2a,0,"Mario Kart Arcade GP 2 (Japan, MK21 Ver.A, alt dump)"
mkartagp,31821,"Mario Kart Arcade GP (Japan, MKA1 Ver.A1)"
mkeibaou,,Mahjong Keibaou (Japan)
mkit09,,Microkit09
mkit09a,19104,Microkit09 (Alt version)
mkla1,19073,Mortal Kombat (rev 1.0 08/09/92)
mkla2,19073,Mortal Kombat (rev 2.0 08/18/92)
mkla3,19073,Mortal Kombat (rev 3.0 08/31/92)
mkla4,19073,Mortal Kombat (rev 4.0 09/28/92)
mknifty,19073,"Mortal Kombat (Nifty Kombo, hack)"
mknifty666,19073,"Mortal Kombat (Nifty Kombo 666, hack)"
mkoiuraa,19035,Mahjong Koi Uranai (Japan set 2)
mkprot4,19073,"Mortal Kombat (prototype, rev 4.0 07/14/92)"
mkprot8,19073,"Mortal Kombat (prototype, rev 8.0 07/21/92)"
mkprot9,19073,"Mortal Kombat (prototype, rev 9.0 07/28/92)"
mkr4,19073,Mortal Kombat (rev 4.0 T-Unit 02/11/93)
mkrep,19073,Mortal Kombat (Reptile Man hack)
mktturbo,19073,"Mortal Kombat (Turbo Ninja T-Unit 03/19/93, hack)"
mkyawdim,19073,"Mortal Kombat (Yawdim bootleg, set 1)"
mkyawdim2,19073,"Mortal Kombat (Yawdim bootleg, set 2)"
mkyawdim3,19073,"Mortal Kombat (Yawdim bootleg, set 3)"
mkyawdim4,19073,"Mortal Kombat (Yawdim bootleg, set 4)"
mkyturbo,19073,"Mortal Kombat (Turbo 3.1 09/09/93, hack)"
mkyturboe,19073,"Mortal Kombat (Turbo 3.0 08/31/92, hack)"
mladyhtr,,Mahjong The Lady Hunter (Japan 900509)
mlander,10874,Moon Lander (bootleg of Lunar Rescue)
mlanding,,Midnight Landing (Germany)
mlf110,,ML-F110 (MSX1)
mlf120,,ML-F120 (MSX1)
mlf48,,ML-F48 (MSX1)
mlf80,,ML-F80 (MSX1)
mlfx1,,ML-FX1 (MSX1)
mlg1,,ML-G1 (MSX2)
mlg10,,ML-G10 (MSX2)
mlg3,,ML-G3 (MSX2)
mlg30,,ML-G30 (MSX2)
mm1m6,,MikroMikko 1 M6
mm1m7,19137,MikroMikko 1 M7
mm2,19140,Mephisto MM2 Schachcomputer
mm4,,Mephisto 4 Schachcomputer
mm4tk,19140,Mephisto 4 Schachcomputer Turbo Kit + HG440
mm5,19140,Mephisto 5.1 Schachcomputer
mm50,19140,Mephisto 5.0 Schachcomputer
mm5tk,19140,Mephisto 5.1 Schachcomputer Turbo Kit + HG550
mm_05,19146,Medieval Madness (0.50)
mm_10,,Medieval Madness (1.0)
mm_109,19146,Medieval Madness (1.09)
mm_109b,19146,Medieval Madness (1.09B)
mm_109c,19146,Medieval Madness (1.09C Profanity)
mm_10u,19146,Medieval Madness (1.0 Ultrapin)
mmagic,,Monkey Magic
mmaiko,,Maikobana [BET] (Japan 900911)
mmancp2u,18729,"Mega Man: The Power Battle (CPS2, USA 951006, SAMPLE Version)"
mmancp2ur1,18729,"Mega Man: The Power Battle (CPS2, USA 950926, SAMPLE Version)"
mmatrix,,Mars Matrix: Hyper Solid Shooting (USA 000412)
mmatrixd,19155,Mars Matrix: Hyper Solid Shooting (USA 000412 Phoenix Edition) (bootleg)
mmatrixj,19155,Mars Matrix: Hyper Solid Shooting (Japan 000412)
mmaulers,,Monster Maulers (ver EAA)
mmaze,,Marchen Maze (Japan)
mmcamera,19001,Mahjong Camera Kozou [BET] (Japan 890509)
mmd1,,MMD-1
mmd2,19161,MMD-2
mmehyou,,Medal Mahjong Circuit no Mehyou [BET] (Japan)
mmerlin,,Master Merlin
mmf9000,21011,MicroMainFrame 9000
mmf9000_se,21011,MicroMainFrame 9000 (Sweden/Finland)
mmm_ldip,,Lucky Dip (Maygay)
mmmbanc,,Medal Mahjong Moukari Bancho (2007/06/05 MASTER VER.)
mmonkey,,Minky Monkey
mmonty,,Master Monty
mmpanic,,Monkey Mole Panic (USA)
mmpork,,Muchi Muchi Pork! (2007/ 4/17 MASTER VER.)
mmsikaku,19061,Mahjong Shikaku [BET] (Japan 880929)
mmt8,,MMT-8
mnchmobl,10045,Munch Mobile (US)
mnfb_c27,,"Monday Night Football (2.7, 50cts)"
mnight,,Mutant Night
mntecrlo,,Monte Carlo (Pinball)
mnumber,,Mystery Number
mnumitg,,"Magic Number (Italian Gambling Game, Ver 1.5)"
mnytree,1004,"Money Tree (10001211, NSW/ACT)"
mo5,,MO5
mo5e,19182,MO5E
mo5nr,,MO5 NR
mo6,,MO6
mocapb,10517,Mocap Boxing (ver AAA)
mocapbj,0,Mocap Boxing (ver JAA)
mocapglf,10517,Mocap Golf (ver UAA)
mod8,,MOD-8
modellot,,Modello T
moegonta,10537,Moeyo Gonta!! (Japan)
moeru,19697,Moeru Casinyo (GDL-0013)
mofflott,,Maze of Flott (Japan)
moguchan,,Mogu Chan (bootleg?)
mogura,,Mogura Desse (Japan)
mohicans,,Mohican Sun (Konami Endeavour)
mok,19697,The Maze of the Kings (GDS-0022)
mole,,Mole Attack
molecula,,MOLECULAR Computer
momoko,,Momoko 120%
momotaro,,Mahjong Momotarou (Japan)
monacogp,,Monaco GP (Set 1) [TTL]
monacogpa,19202,Monaco GP (Set 2) [TTL]
moneybnk,,"Money In The Bank (NSW, Australia)"
moneymac,,Money Machine (Version 1.7E Dual)
moneymacd1,19205,Money Machine (Version 1.7R)
moneymacd2,19205,Money Machine (Version 1.7LT)
moneymacv1,19205,Money Machine (Version 1.7R Dual)
moneymacv2,19205,Money Machine (Version 1.7LT Dual)
mongolnw,,Mongolfier New (Italian)
monkelf,1406,Monky Elf (Korean bootleg of Avenging Spirit)
monkeyba,19697,Monkey Ball (GDS-0008)
monkeyd,2827,Monkey Donkey
monmous,1003,Money Mouse
mononew,19226,Monopoly (ARM7 Sound Board)
monop233,19226,Monopoly (2.33)
monop251,19226,Monopoly (2.51)
monop301,19226,Monopoly (3.01)
monop303,19226,Monopoly (3.03)
monoplcl,19227,Monopoly Classic (JPM) (SYSTEM5 VIDEO)
monopldx,,Monopoly Deluxe (JPM) (SYSTEM5 VIDEO)
monopolf,19226,Monopoly (France)
monopolg,19226,Monopoly (Germany)
monopoli,19226,Monopoly (Italy)
monopoll,19226,Monopoly (Spain)
monopolp,,Monopoly (3.20)
monopoly,,"Monopoly (JPM) (SYSTEM5 VIDEO, set 1)"
monopolya,19227,"Monopoly (JPM) (SYSTEM5 VIDEO, set 2)"
monopred,,Monopoly (Coin dropper)
monrobwl,,Stars &amp; Strikes (Bowler)
monshow,,The Monster Show (Konami Endeavour)
monspdr,,Money Spider (Ace)
monsterb,,Monster Bash
monsterb2,19233,Monster Bash (2 board version)
monsterz,,Monster Zero
montana,,Montana Bingo Stake 6/10 (Bingo)
montecar,,Monte Carlo
monteciv,,Mephisto Monte Carlo IV LE Schachcomputer
monty,,Monty Plays Scrabble
monymony,,Money Money
monzagp,,Monza GP
monzagpb,19241,Monza GP (bootleg)
moomesa,,Wild West C.O.W.-Boys of Moo Mesa (ver EAB)
moomesaaab,19243,Wild West C.O.W.-Boys of Moo Mesa (ver AAB)
moomesabl,19243,Wild West C.O.W.-Boys of Moo Mesa (bootleg)
moomesauab,19243,Wild West C.O.W.-Boys of Moo Mesa (ver UAB)
moomesauac,19243,Wild West C.O.W.-Boys of Moo Mesa (ver UAC)
moonal2,,Moon Alien Part 2
moonal2b,19248,Moon Alien Part 2 (older version)
moonaln,6594,Moon Alien
moonbase,8411,Moon Base (set 1)
moonbasea,8411,Moon Base (set 2)
mooncmw,19262,Moon War (Moon Cresta bootleg)
mooncptc,19262,Moon Cresta (Petaco S.A. Spanish bootleg)
mooncreg,19262,Moon Cresta (Electrogame S.A. Spanish bootleg)
mooncrgx,19262,Moon Cresta (Galaxian hardware)
mooncrs2,19262,Moon Cresta (bootleg set 2)
mooncrs3,19262,Moon Cresta (bootleg set 3)
mooncrs4,19262,Moon Crest (Moon Cresta bootleg)
mooncrsb,19262,Moon Cresta (bootleg set 1)
mooncrsl,19262,Cresta Mundo (Laguna S.A. Spanish Moon Cresta bootleg)
mooncrst,,Moon Cresta (Nichibutsu)
mooncrstg,19262,Moon Cresta (Gremlin)
mooncrsto,19262,"Moon Cresta (Nichibutsu, old rev)"
mooncrstso,19262,Moon Cresta (SegaSA / Sonic)
mooncrstu,19262,"Moon Cresta (Nichibutsu USA, unencrypted)"
mooncrstuk,19262,Moon Cresta (Nichibutsu UK)
mooncrstuku,19262,"Moon Cresta (Nichibutsu UK, unencrypted)"
moonlght,7198,"Moon Light (v.0629, low program)"
moonlghta,7198,"Moon Light (v.0629, high program)"
moonlghtb,7198,"Moon Light (v.02L0A, low program)"
moonlghtc,7198,"Moon Light (v.02L0A, high program, alt gfx)"
moonqsr,,Moon Quasar
moonwalt,1004,"Moonlight Waltz (10227611, NSW/ACT)"
moonwar,,Moonwar
moonwara,19275,Moonwar (older)
moonwarp,,Moon War (prototype on Frenzy hardware)
moremore,,More More
moremorp,,More More Plus
mosaic,,Mosaic
mosaica,19280,Mosaic (Fuuki)
mosaicf2,,Mosaic (F2 System)
moshougi,19805,Shougi No Tatsujin - Master of Shougi
motofren,,Moto Frenzy
motofrenft,19284,Moto Frenzy (Field Test Version)
motofrenmd,19284,Moto Frenzy (Mini Deluxe)
motofrenmf,19284,Moto Frenzy (Mini Deluxe Field Test Version)
motorace,31804,MotoRace USA
motoraid,,Motor Raid - Twin
motos,,Motos
mototour,31804,MotoTour / Zippy Race (Tecfri license)
motoxgo,,Motocross Go! (MG3 Ver. A)
motoxgov1a,19292,"Motocross Go! (MG1 Ver. A, set 1)"
motoxgov1a2,19292,"Motocross Go! (MG1 Ver. A, set 2)"
motoxgov2a,19292,Motocross Go! (MG2 Ver. A)
motrdome,,MotorDome
motrshow,,Motor Show (set 1)
motrshowa,19297,Motor Show (set 2)
mouja,,Mouja (Japan)
mouseatk,,Mouse Attack
mouser,,Mouser
mouserc,19301,Mouser (Cosmos)
mousn_l1,19304,Mousin' Around! (LA-1)
mousn_l4,,Mousin' Around! (LA-4)
mousn_lu,19304,Mousin' Around! (LU-1)
mousn_lx,19304,Mousin' Around! (LX-1)
moutmon,1003,Mountain Money
moviecrd,,Movie Card
movmastr,,Movie Masters
mp68a,,mp68a
mp_bio,18739,Bio-hazard Battle (Mega Play)
mp_col3,18739,Columns III (Mega Play)
mp_gaxe2,18739,Golden Axe II (Mega Play) (Rev B)
mp_gaxe2a,0,Golden Axe II (Mega Play)
mp_gslam,18739,Grand Slam (Mega Play)
mp_mazin,18739,Mazin Wars / Mazin Saga (Mega Play)
mp_shnb3,18739,Shinobi III (Mega Play)
mp_soni2,18739,Sonic The Hedgehog 2 (Mega Play)
mp_sonic,18739,Sonic The Hedgehog (Mega Play)
mp_sor2,18739,Streets of Rage II (Mega Play)
mp_twc,18739,Tecmo World Cup (Mega Play)
mpang,,Mighty! Pang (Euro 001010)
mpangj,19322,Mighty! Pang (Japan 001011)
mpangr1,19322,Mighty! Pang (Euro 000925)
mpangu,19322,Mighty! Pang (USA 001010)
mpatrol,,Moon Patrol
mpatrolw,19326,Moon Patrol (Williams)
mpc10,,Wavy MPC-10 (MSX1)
mpc100,,MPC-100 (MSX1)
mpc200,,MPC-200 (MSX1)
mpc200sp,19330,MPC-200SP (MSX1)
mpc2300,,MPC-2300 (MSX2)
mpc2500f,,MPC-2500FD (MSX2)
mpc25fd,,Wavy MPC-25FD (MSX2)
mpc27,,Wavy MPC-27 (MSX2)
mpc64,,MPC-64 (MSX1)
mpf1,,Micro Professor 1
mpf1b,19337,Micro Professor 1B
mpf1p,19337,Micro Professor 1 Plus
mplanets,,Mad Planets
mplanetsuk,19340,Mad Planets (UK)
mprof3,905,Microprofessor III
mps1000,,MPS-1000 Printer
mps1230,,MPS-1230 NLQ Printer
mpt02,30761,Victory MPT-02 Home TV Programmer (Austria)
mpt02h,30761,MPT-02 Jeu TV Programmable (France)
mpt05,,MPT-05
mpu1000,7,MPU-1000
mpu2000,7,MPU-2000
mpz80,,MPZ80
mquake,,Moonquake
mr61,,MR-61 Workstation
mranger,19326,Moon Ranger (bootleg of Moon Patrol)
mratlus,21488,Mr. Altus Tele Brain
mrblack,,Mr. Black (set 1)
mrblack1,19355,Mr. Black (set 2)
mrblkz80,19355,Mr. Black (Z-80 CPU)
mrchalgr,,Mr. Challenger
mrdig,,Mr. Dig
mrdo,,Mr. Do!
mrdofix,19360,Mr. Do! (bugfixed)
mrdot,19360,Mr. Do! (Taito)
mrdoy,19360,Mr. Do! (prototype)
mrdrillr,,"Mr. Driller (US, DRI3/VER.A2)"
mrdrillrj,19364,"Mr. Driller (Japan, DRI1/VER.A2)"
mrdrilr2,,"Mr. Driller 2 (Japan, DR21 Ver.A)"
mrdrilrg,,"Mr. Driller G (Japan, DRG1 Ver.A)"
mrdrilrga,19367,"Mr. Driller G ALT (Japan, DRG1 Ver.A)"
mrdrlr2a,19366,"Mr. Driller 2 (Asia, DR22 Ver.A)"
mrdu,19360,Mr. Du!
mrflea,,The Amazing Adventures of Mr. F. Lea
mrgoemon,,Mr. Goemon (Japan)
mrheli,1649,Mr. HELI no Daibouken (Japan)
mrjong,,Mr. Jong (Japan)
mrkicker,,Mr. Kicker (F-E1-16-010 PCB)
mrkickera,19375,Mr. Kicker (SEMICOM-003b PCB)
mrkougar,,Mr. Kougar
mrkougar2,19377,Mr. Kougar (earlier)
mrkougb,19377,Mr. Kougar (bootleg set 1)
mrkougb2,19377,Mr. Kougar (bootleg set 2)
mrlo,19360,Mr. Lo!
mrokumei,,Mahjong Rokumeikan (Japan)
mroundup,,The Round Up
mrrack,,MR-Rack
mrtlbeat,31032,Martial Beat (G*B47 VER. JBA)
mrtnt,,Mr. TNT
mrviking,,Mister Viking (315-5041)
mrvikingj,19387,"Mister Viking (315-5041, Japan)"
mrwoo,1004,"Mr Woo (0252599, US)"
ms0515,,MS-0515
ms4plus,0,Metal Slug 4 Plus (bootleg)
ms5pcb,,Metal Slug 5 (JAMMA PCB)
ms5plus,0,Metal Slug 5 Plus (bootleg)
ms72c,,Multistar 7 2c
ms9540,,ms9540
msbc1,,MSBC-1
msbingo,,Miss Bingo
mschamp,19447,Ms. Pacman Champion Edition / Zola-Puc Gal
