name,cloneOf,description
demonwld4,2073,Demon's World / Horror Story (set 5)
fireshrk,,Fire Shark
fireshrkd,2078,"Fire Shark (Korea, set 1, easier)"
fireshrkdh,2078,"Fire Shark (Korea, set 2, harder)"
samesame,2078,Same! Same! Same! (2 player alternating ver.)
samesame2,2078,Same! Same! Same!
outzone,,Out Zone (set 1)
outzonea,2083,Out Zone (set 2)
outzoneb,2083,"Out Zone (set 3, prototype?)"
outzonec,2083,Out Zone (set 4)
outzoned,2083,Out Zone (set 5)
vimana,,Vimana
vimana1,2088,Vimana (Japan)
vimanan,2088,Vimana (Nova Apparate GmbH)
snowbros,,Snow Bros. - Nick &amp; Tom (set 1)
snowbrosa,2091,Snow Bros. - Nick &amp; Tom (set 2)
snowbrosb,2091,Snow Bros. - Nick &amp; Tom (set 3)
snowbrosc,2091,Snow Bros. - Nick &amp; Tom (set 4)
snowbrosj,2091,Snow Bros. - Nick &amp; Tom (Japan)
snowbrosd,2091,Snow Bros. - Nick &amp; Tom (Dooyong license)
wintbob,2091,The Winter Bobble (bootleg of Snow Bros.)
honeydol,,Honey Dolls
twinadv,,Twin Adventure (World)
twinadvk,2099,Twin Adventure (Korea)
hyperpac,,Hyper Pacman
hyperpacb,2101,Hyper Pacman (bootleg)
toppyrap,,Toppy &amp; Rappy
cookbib2,,Cookie &amp; Bibi 2
cookbib3,,Cookie &amp; Bibi 3
twinkle,,Twinkle
pzlbreak,,Puzzle Break
3in1semi,,XESS - The New Revolution (SemiCom 3-in-1)
moremore,,More More
moremorp,,More More Plus
4in1boot,,Puzzle King (includes bootleg of Snow Bros.)
snowbros3,2091,Snow Brothers 3 - Magical Adventure
finalttr,,Final Tetris
tekipaki,,Teki Paki
ghox,,Ghox (Spinner with Up/Down Axis)
ghoxj,2115,Ghox (8-Way Joystick)
dogyuun,,Dogyuun
dogyuunk,2117,Dogyuun (Unite Trading license)
kbash,,Knuckle Bash
kbash2,,Knuckle Bash 2 (bootleg)
truxton2,,Truxton II / Tatsujin Oh
pipibibs,,"Pipi &amp; Bibis / Whoopee!! (Z80 sound cpu, set 1)"
pipibibsa,2122,"Pipi &amp; Bibis / Whoopee!! (Z80 sound cpu, set 2)"
whoopee,2122,Pipi &amp; Bibis / Whoopee!! (Whoopee!! board)
pipibibi,2122,Pipi &amp; Bibis / Whoopee!! (bootleg?)
fixeight,,FixEight
fixeightb,2126,FixEight (bootleg)
vfive,,V-Five (Japan)
grindstm,2128,Grind Stormer
grindstma,2128,Grind Stormer (older set)
batsugun,,Batsugun (set 1)
batsuguna,2131,Batsugun (set 2)
batsugunsp,2131,Batsugun (Special Ver.)
snowbro2,,Snow Bros. 2 - With New Elves / Otenki Paradise
sstriker,2137,Sorcer Striker (World)
sstrikera,2137,"Sorcer Striker (World, alt)"
mahoudai,,Mahou Daisakusen (Japan)
shippumd,,Shippu Mahou Daisakusen (Japan)
kingdmgp,2138,Kingdom Grandprix (World)
bgaregga,,Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb 3 1996)
bgareggahk,2140,Battle Garegga (Austria / Hong Kong) (Sat Feb 3 1996)
bgareggatw,2140,Battle Garegga (Taiwan / Germany) (Thu Feb 1 1996)
bgaregganv,2140,Battle Garegga - New Version (Austria / Hong Kong) (Sat Mar 2 1996)
bgareggat2,2140,Battle Garegga - Type 2 (Europe / USA / Japan / Asia) (Sat Mar 2 1996)
bgareggacn,2140,Battle Garegga - Type 2 (Denmark / China) (Tue Apr 2 1996)
batrid,,Armed Police Batrider (Europe) (Fri Feb 13 1998)
batridu,2146,Armed Police Batrider (U.S.A.) (Fri Feb 13 1998)
batridc,2146,Armed Police Batrider (China) (Fri Feb 13 1998)
batridj,2146,Armed Police Batrider - B Version (Japan) (Fri Feb 13 1998)
batridk,2146,Armed Police Batrider (Korea) (Fri Feb 13 1998)
batridja,2146,Armed Police Batrider - A Version (Japan) (Mon Dec 22 1997)
batridta,2146,Armed Police Batrider - A Version (Taiwan) (Mon Dec 22 1997)
bkraidu,,Battle Bakraid - Unlimited Version (U.S.A.) (Tue Jun 8 1999)
bkraiduj,2153,Battle Bakraid - Unlimited Version (Japan) (Tue Jun 8 1999)
bkraidj,2153,Battle Bakraid (Japan) (Wed Apr 7 1999)
pwrinst2,,"Power Instinct 2 (US, Ver. 94/04/08)"
pwrinst2j,2156,"Gouketsuji Ichizoku 2 (Japan, Ver. 94/04/08)"
plegends,,"Power Instinct Legends (US, Ver. 95/06/20)"
plegendsj,2158,"Gouketsuji Ichizoku Saikyou Densetsu (Japan, Ver. 95/06/20)"
mazinger,,Mazinger Z (World)
mazingerj,2160,Mazinger Z (Japan)
donpachi,,DonPachi (US)
donpachij,2162,DonPachi (Japan)
donpachikr,2162,DonPachi (Korea)
donpachihk,2162,DonPachi (Hong Kong)
metmqstr,,Metamoqester (International)
nmaster,2166,Oni - The Ninja Master (Japan)
sailormn,,"Pretty Soldier Sailor Moon (Ver. 95/03/22B, Europe)"
sailormnu,2168,"Pretty Soldier Sailor Moon (Ver. 95/03/22B, USA)"
sailormnj,2168,"Pretty Soldier Sailor Moon (Ver. 95/03/22B, Japan)"
sailormnk,2168,"Pretty Soldier Sailor Moon (Ver. 95/03/22B, Korea)"
sailormnt,2168,"Pretty Soldier Sailor Moon (Ver. 95/03/22B, Taiwan)"
sailormnh,2168,"Pretty Soldier Sailor Moon (Ver. 95/03/22B, Hong Kong)"
sailormno,2168,"Pretty Soldier Sailor Moon (Ver. 95/03/22, Europe)"
sailormnou,2168,"Pretty Soldier Sailor Moon (Ver. 95/03/22, USA)"
sailormnoj,2168,"Pretty Soldier Sailor Moon (Ver. 95/03/22, Japan)"
sailormnok,2168,"Pretty Soldier Sailor Moon (Ver. 95/03/22, Korea)"
sailormnot,2168,"Pretty Soldier Sailor Moon (Ver. 95/03/22, Taiwan)"
sailormnoh,2168,"Pretty Soldier Sailor Moon (Ver. 95/03/22, Hong Kong)"
agallet,,Air Gallet (Europe)
agalletu,2180,Air Gallet (USA)
agalletj,2180,Air Gallet (Japan)
agalletk,2180,Air Gallet (Korea)
agallett,2180,Air Gallet (Taiwan)
agalleth,2180,Air Gallet (Hong Kong)
hotdogst,,Hotdog Storm (International)
ddonpach,,"DoDonPachi (International, Master Ver. 97/02/05)"
ddonpachj,2187,"DoDonPachi (Japan, Master Ver. 97/02/05)"
dfeveron,2190,"Dangun Feveron (Japan, Ver. 98/09/17)"
feversos,,"Fever SOS (International, Ver. 98/09/25)"
esprade,,"ESP Ra.De. (International, Ver. 98/04/22)"
espradej,2191,"ESP Ra.De. (Japan, Ver. 98/04/21)"
espradejo,2191,"ESP Ra.De. (Japan, Ver. 98/04/14)"
uopoko,,Puzzle Uo Poko (International)
uopokoj,2194,Puzzle Uo Poko (Japan)
guwange,,"Guwange (Japan, Master Ver. 99/06/24)"
gaia,,Gaia Crusaders
theroes,,Thunder Heroes
korokoro,,Koro Koro Quest (Japan)
crusherm,,Crusher Makochan (Japan)
tjumpman,,Tobikose! Jumpman
gyrodine,,Gyrodine
gyrodinet,2202,Gyrodine (Taito Corporation license)
buzzard,2202,Buzzard
repulse,,Repulse
99lstwar,2205,'99: The Last War
99lstwara,2205,'99: The Last War (alternate)
99lstwark,2205,'99: The Last War (Kyugo)
sonofphx,2205,Son of Phoenix
flashgal,,Flashgal (set 1)
flashgala,2210,Flashgal (set 2)
srdmissn,,S.R.D. Mission
fx,2212,F-X
legend,,Legend
airwolf,,Airwolf
airwolfa,2215,Airwolf (US)
skywolf,2215,Sky Wolf (set 1)
skywolf2,2215,Sky Wolf (set 2)
skywolf3,2215,Sky Wolf (set 3)
defender,,Defender (Red label)
defenderg,2220,Defender (Green label)
defenderb,2220,Defender (Blue label)
defenderw,2220,Defender (White label)
defndjeu,2220,Defender (bootleg)
tornado1,2220,Tornado (bootleg set 1)
tornado2,2220,Tornado (bootleg set 2)
zero,2220,Zero (set 1)
zero2,2220,Zero (set 2)
defcmnd,2220,Defense Command
defence,2220,Defence Command
startrkd,2220,Star Trek (Defender bootleg)
mayday,,Mayday (set 1)
maydaya,2232,Mayday (set 2)
maydayb,2232,Mayday (set 3)
colony7,,Colony 7 (set 1)
colony7a,2235,Colony 7 (set 2)
jin,,Jin
stargate,,Stargate
robotron,,Robotron (Solid Blue label)
robotronyo,2239,Robotron (Yellow/Orange label)
joust,,Joust (White/Green label)
joustr,2241,Joust (Solid Red label)
joustwr,2241,Joust (White/Red label)
bubbles,,Bubbles
bubblesr,2244,Bubbles (Solid Red label)
bubblesp,2244,Bubbles (prototype version)
splat,,Splat!
sinistar,,Sinistar (revision 3)
sinistar1,2248,Sinistar (prototype version)
sinistar2,2248,Sinistar (revision 2)
playball,,PlayBall! (prototype)
blaster,,Blaster
blaster30,2252,Blaster (early 30 wave version)
blasterkit,2252,Blaster (kit)
spdball,,Speed Ball (prototype)
alienar,,Alien Arena
alienaru,2256,Alien Arena (Stargate Upgrade)
mysticm,,Mystic Marathon
tshoot,,Turkey Shoot
inferno,,Inferno
joust2,,Joust 2 - Survival of the Fittest (set 1)
lottofun,,Lotto Fun
vulgus,,Vulgus (set 1)
vulgus2,2263,Vulgus (set 2)
vulgusj,2263,Vulgus (Japan?)
sonson,,Son Son
sonsonj,2266,Son Son (Japan)
higemaru,,Pirate Ship Higemaru
1942,,1942 (Revision B)
1942a,2269,1942 (Revision A)
1942abl,2269,"1942 (Revision A, bootleg)"
1942b,2269,1942 (First Version)
1942w,2269,1942 (Williams Electronics license)
exedexes,,Exed Exes
savgbees,2274,Savage Bees
commando,,Commando (World)
commandou,2276,Commando (US)
commandoj,2276,Senjou no Ookami
commandob,2276,Commando (bootleg)
sinvasn,2276,Space Invasion (Europe)
sinvasnb,2276,Space Invasion (bootleg)
gng,,Ghosts'n Goblins (World? set 1)
gnga,2282,Ghosts'n Goblins (World? set 2)
gngbl,2282,Ghosts'n Goblins (bootleg with Cross)
gngblita,2282,"Ghosts'n Goblins (Italian bootleg, harder)"
gngc,2282,Ghosts'n Goblins (World? set 3)
gngt,2282,Ghosts'n Goblins (US)
makaimur,2282,Makai-Mura (Japan)
makaimurc,2282,Makai-Mura (Japan Revision C)
makaimurg,2282,Makai-Mura (Japan Revision G)
diamond,,Diamond Run
gunsmoke,,Gun.Smoke (World)
gunsmokeu,2292,Gun.Smoke (US set 1)
gunsmokeua,2292,Gun.Smoke (US set 2)
gunsmokej,2292,Gun.Smoke (Japan)
sectionz,,Section Z (set 1)
sectionza,2296,Section Z (set 2)
trojan,,Trojan (US)
trojanr,2298,Trojan (Romstar)
trojanj,2298,Tatakai no Banka (Japan)
srumbler,,The Speed Rumbler (set 1)
srumbler2,2301,The Speed Rumbler (set 2)
rushcrsh,2301,Rush &amp; Crash (Japan)
lwings,,Legendary Wings (US set 1)
lwings2,2304,Legendary Wings (US set 2)
lwingsj,2304,Ares no Tsubasa (Japan)
lwingsb,2304,Legendary Wings (bootleg)
sidearms,,Side Arms - Hyper Dyne (World)
sidearmsr,2308,Side Arms - Hyper Dyne (US)
sidearmsj,2308,Side Arms - Hyper Dyne (Japan)
turtship,,Turtle Ship (North America)
turtshipj,2311,Turtle Ship (Japan)
turtshipk,2311,Turtle Ship (Korea)
dyger,,Dyger (Korea set 1)
dygera,2314,Dyger (Korea set 2)
twinfalc,,Twin Falcons
whizz,2316,Whizz
avengers,,Avengers (US set 1)
avengers2,2318,Avengers (US set 2)
buraiken,2318,Hissatsu Buraiken (Japan)
bionicc,,Bionic Commando (Euro)
bionicc1,2321,Bionic Commando (US set 1)
bionicc2,2321,Bionic Commando (US set 2)
topsecrt,2321,Top Secret (Japan)
1943,,1943: The Battle of Midway (Euro)
1943u,2325,1943: The Battle of Midway (US)
1943j,2325,1943: Midway Kaisen (Japan)
blktiger,,Black Tiger
blktigerb1,2328,Black Tiger (bootleg set 1)
blktigerb2,2328,Black Tiger (bootleg set 2)
blkdrgon,2328,Black Dragon
blkdrgonb,2328,Black Dragon (bootleg)
sf,,"Street Fighter (World, Analog buttons)"
sfu,2333,"Street Fighter (US, set 1)"
sfua,2333,"Street Fighter (US, set 2) (protected)"
sfj,2333,Street Fighter (Japan) (protected)
sfp,2333,Street Fighter (prototype)
tigeroad,,Tiger Road (US)
toramich,2338,Tora-he no Michi (Japan)
tigeroadb,2338,Tiger Road (US bootleg)
f1dream,,F-1 Dream
f1dreamb,2341,F-1 Dream (bootleg)
1943kai,,1943 Kai: Midway Kaisen (Japan)
lastduel,,Last Duel (US New Ver.)
lastduelo,2344,Last Duel (US Old Ver.)
lastduelj,2344,Last Duel (Japan)
lastduelb,2344,Last Duel (bootleg)
madgear,,Mad Gear (US)
madgearj,2348,Mad Gear (Japan)
ledstorm,2348,Led Storm (US)
ledstorm2,2348,Led Storm Rally 2011 (US)
forgottn,,Forgotten Worlds (World)
forgottnu,2352,"Forgotten Worlds (USA, 88618B B-Board)"
forgottnua,2352,"Forgotten Worlds (USA, 88621B B-Board)"
lostwrld,2352,Lost Worlds (Japan)
lostwrldo,2352,Lost Worlds (Japan Old Ver.)
ghouls,,Ghouls'n Ghosts (World)
ghoulsu,2357,Ghouls'n Ghosts (USA)
daimakai,2357,Daimakaimura (Japan)
daimakair,2357,Daimakaimura (Japan Resale Ver.)
strider,,"Strider (USA, set 1)"
striderua,2361,"Strider (USA, set 2)"
striderj,2361,Strider Hiryu (Japan)
striderjr,2361,Strider Hiryu (Japan Resale Ver.)
dynwar,,"Dynasty Wars (USA, set 1)"
dynwaru,2365,"Dynasty Wars (USA, set 2)"
dynwarj,2365,Tenchi wo Kurau (Japan)
willow,,Willow (USA)
willowj,2368,"Willow (Japan, Japanese)"
willowje,2368,"Willow (Japan, English)"
unsquad,,U.N. Squadron (USA)
area88,2371,Area 88 (Japan)
ffight,,Final Fight (World)
ffightu,2373,Final Fight (USA)
ffightua,2373,Final Fight (USA 900112)
ffightub,2373,Final Fight (USA 900613)
ffightj,2373,Final Fight (Japan)
ffightj1,2373,Final Fight (Japan 900112)
ffightj2,2373,Final Fight (Japan 900305)
ffightjh,2373,"Street Smart / Final Fight (Japan, hack)"
1941,,1941: Counter Attack (World)
1941j,2381,1941: Counter Attack (Japan)
mercs,,Mercs (World 900302)
mercsu,2383,Mercs (USA 900302)
mercsua,2383,Mercs (USA 900608)
mercsj,2383,Senjou no Ookami II (Japan 900302)
mtwins,,Mega Twins (World 900619)
chikij,2387,Chiki Chiki Boys (Japan 900619)
msword,,Magic Sword: Heroic Fantasy (World 900725)
mswordr1,2389,Magic Sword: Heroic Fantasy (World 900623)
mswordu,2389,Magic Sword: Heroic Fantasy (USA 900725)
mswordj,2389,Magic Sword (Japan 900623)
cawing,,Carrier Air Wing (World 901012)
cawingr1,2393,Carrier Air Wing (World 901009)
cawingu,2393,Carrier Air Wing (USA 901012)
cawingj,2393,U.S. Navy (Japan 901012)
nemo,,Nemo (World 901130)
nemoj,2397,Nemo (Japan 901120)
sf2,,Street Fighter II: The World Warrior (World 910522)
sf2eb,2399,Street Fighter II: The World Warrior (World 910214)
sf2ebbl,2399,"Street Fighter II: The World Warrior (TAB Austria, bootleg)"
sf2ua,2399,Street Fighter II: The World Warrior (USA 910206)
sf2ub,2399,Street Fighter II: The World Warrior (USA 910214)
sf2ud,2399,Street Fighter II: The World Warrior (USA 910318)
sf2ue,2399,Street Fighter II: The World Warrior (USA 910228)
sf2uf,2399,Street Fighter II: The World Warrior (USA 910411)
sf2ui,2399,Street Fighter II: The World Warrior (USA 910522)
sf2uk,2399,Street Fighter II: The World Warrior (USA 911101)
sf2j,2399,Street Fighter II: The World Warrior (Japan 911210)
sf2ja,2399,Street Fighter II: The World Warrior (Japan 910214)
sf2jc,2399,Street Fighter II: The World Warrior (Japan 910306)
sf2qp1,2399,"Street Fighter II: The World Warrior (Quicken Pt-I, bootleg)"
sf2thndr,2399,"Street Fighter II: The World Warrior (Thunder Edition, bootleg)"
3wonders,,Three Wonders (World 910520)
3wondersu,2414,Three Wonders (USA 910520)
wonder3,2414,Wonder 3 (Japan 910520)
3wondersh,2414,Three Wonders (hack)
kod,,The King of Dragons (World 910711)
kodu,2418,The King of Dragons (USA 910910)
kodj,2418,The King of Dragons (Japan 910805)
kodb,2418,The King of Dragons (bootleg)
captcomm,,Captain Commando (World 911202)
captcommr1,2422,Captain Commando (World 911014)
captcommu,2422,Captain Commando (USA 910928)
captcommj,2422,Captain Commando (Japan 911202)
captcommjr1,2422,Captain Commando (Japan 910928)
captcommb,2422,Captain Commando (bootleg)
knights,,Knights of the Round (World 911127)
knightsu,2428,Knights of the Round (USA 911127)
knightsj,2428,Knights of the Round (Japan 911127)
knightsb,2428,Knights of the Round (bootleg)
sf2ce,,Street Fighter II': Champion Edition (World 920313)
sf2ceua,2432,Street Fighter II': Champion Edition (USA 920313)
sf2ceub,2432,Street Fighter II': Champion Edition (USA 920513)
sf2ceuc,2432,Street Fighter II': Champion Edition (USA 920803)
sf2cej,2432,Street Fighter II': Champion Edition (Japan 920513)
sf2rb,2432,"Street Fighter II': Champion Edition (Rainbow set 1, bootleg)"
sf2rb2,2432,"Street Fighter II': Champion Edition (Rainbow set 2, bootleg)"
sf2rb3,2432,"Street Fighter II': Champion Edition (Rainbow set 3, bootleg)"
sf2red,2432,"Street Fighter II': Champion Edition (Red Wave, bootleg)"
sf2v004,2432,"Street Fighter II': Champion Edition (V004, bootleg)"
sf2acc,2432,"Street Fighter II': Champion Edition (Accelerator!, bootleg)"
sf2accp2,2432,"Street Fighter II': Champion Edition (Accelerator Pt.II, bootleg)"
sf2dkot2,2432,"Street Fighter II': Champion Edition (Double K.O. Turbo II, bootleg)"
sf2m1,2432,"Street Fighter II': Champion Edition (M1, bootleg)"
sf2m2,2432,"Street Fighter II': Champion Edition (M2, bootleg)"
sf2m3,2432,"Street Fighter II': Champion Edition (M3, bootleg)"
sf2m4,2432,"Street Fighter II': Champion Edition (M4, bootleg)"
sf2m5,2432,"Street Fighter II': Champion Edition (M5, bootleg)"
sf2m6,2432,"Street Fighter II': Champion Edition (M6, bootleg)"
sf2m7,2432,"Street Fighter II': Champion Edition (M7, bootleg)"
sf2yyc,2432,"Street Fighter II': Champion Edition (YYC, bootleg)"
sf2koryu,2432,"Street Fighter II': Champion Edition (Xiang Long, Chinese bootleg)"
sf2mdt,2432,Street Fighter II': Magic Delta Turbo (bootleg)
varth,,Varth: Operation Thunderstorm (World 920714)
varthr1,2455,Varth: Operation Thunderstorm (World 920612)
varthu,2455,Varth: Operation Thunderstorm (USA 920612)
varthj,2455,Varth: Operation Thunderstorm (Japan 920714)
cworld2j,,Adventure Quiz Capcom World 2 (Japan 920611)
wof,,Warriors of Fate (World 921002)
wofa,2460,Sangokushi II (Asia 921005)
wofu,2460,Warriors of Fate (USA 921031)
wofj,2460,Tenchi wo Kurau II: Sekiheki no Tatakai (Japan 921031)
wofhfb,2460,Huo Feng Huang (Chinese bootleg of Sangokushi II)
sf2hf,,Street Fighter II': Hyper Fighting (World 921209)
sf2hfu,2465,Street Fighter II': Hyper Fighting (USA 921209)
sf2hfj,2465,Street Fighter II' Turbo: Hyper Fighting (Japan 921209)
dino,,Cadillacs and Dinosaurs (World 930201)
dinou,2468,Cadillacs and Dinosaurs (USA 930201)
dinoj,2468,Cadillacs: Kyouryuu Shin Seiki (Japan 930201)
dinopic,2468,"Cadillacs and Dinosaurs (bootleg with PIC16c57, set 1)"
dinopic2,2468,"Cadillacs and Dinosaurs (bootleg with PIC16c57, set 2)"
dinohunt,2468,Dinosaur Hunter (Chinese bootleg of Cadillacs and Dinosaurs)
punisher,,The Punisher (World 930422)
punisheru,2474,The Punisher (USA 930422)
punisherj,2474,The Punisher (Japan 930422)
punipic,2474,"The Punisher (bootleg with PIC16c57, set 1)"
punipic2,2474,"The Punisher (bootleg with PIC16c57, set 2)"
punipic3,2474,"The Punisher (bootleg with PIC16c57, set 3)"
punisherbz,2474,Biaofeng Zhanjing (Chinese bootleg of The Punisher)
slammast,,Saturday Night Slam Masters (World 930713)
slammastu,2481,Saturday Night Slam Masters (USA 930713)
mbomberj,2481,Muscle Bomber: The Body Explosion (Japan 930713)
mbombrd,,Muscle Bomber Duo: Ultimate Team Battle (World 931206)
mbombrdj,2484,Muscle Bomber Duo: Heat Up Warriors (Japan 931206)
pnickj,,Pnickies (Japan 940608)
qad,,Quiz &amp; Dragons: Capcom Quiz Game (USA 920701)
qadj,2487,Quiz &amp; Dragons: Capcom Quiz Game (Japan 940921)
qtono2j,,Quiz Tonosama no Yabou 2: Zenkoku-ban (Japan 950123)
pang3,,Pang! 3 (Euro 950601)
pang3n,2490,"Pang! 3 (Euro 950511, not encrypted)"
pang3j,2490,Pang! 3: Kaitou Tachi no Karei na Gogo (Japan 950511)
megaman,,"Mega Man: The Power Battle (CPS1, Asia 951006)"
rockmanj,2493,"Rockman: The Power Battle (CPS1, Japan 950922)"
fcrash,2373,Final Crash (bootleg of Final Fight)
ssf2,,Super Street Fighter II: The New Challengers (World 930911)
ssf2u,2496,Super Street Fighter II: The New Challengers (USA 930911)
ssf2a,2496,Super Street Fighter II: The New Challengers (Asia 931005)
ssf2ar1,2496,Super Street Fighter II: The New Challengers (Asia 930914)
ssf2j,2496,Super Street Fighter II: The New Challengers (Japan 931005)
ssf2jr1,2496,Super Street Fighter II: The New Challengers (Japan 930911)
ssf2jr2,2496,Super Street Fighter II: The New Challengers (Japan 930910)
ssf2h,2496,Super Street Fighter II: The New Challengers (Hispanic 930911)
ssf2tb,2496,Super Street Fighter II: The Tournament Battle (World 931119)
ssf2tbr1,2496,Super Street Fighter II: The Tournament Battle (World 930911)
ssf2tbj,2496,Super Street Fighter II: The Tournament Battle (Japan 930911)
ecofghtr,,Eco Fighters (World 931203)
ecofghtru,2507,Eco Fighters (USA 940215)
ecofghtru1,2507,Eco Fighters (USA 931203)
ecofghtra,2507,Eco Fighters (Asia 931203)
ecofghtrh,2507,Eco Fighters (Hispanic 931203)
uecology,2507,Ultimate Ecology (Japan 931203)
ddtod,,Dungeons &amp; Dragons: Tower of Doom (Euro 940412)
ddtodr1,2513,Dungeons &amp; Dragons: Tower of Doom (Euro 940113)
ddtodu,2513,Dungeons &amp; Dragons: Tower of Doom (USA 940125)
ddtodur1,2513,Dungeons &amp; Dragons: Tower of Doom (USA 940113)
ddtodj,2513,Dungeons &amp; Dragons: Tower of Doom (Japan 940412)
ddtodjr1,2513,Dungeons &amp; Dragons: Tower of Doom (Japan 940125)
ddtodjr2,2513,Dungeons &amp; Dragons: Tower of Doom (Japan 940113)
ddtoda,2513,Dungeons &amp; Dragons: Tower of Doom (Asia 940113)
ddtodh,2513,Dungeons &amp; Dragons: Tower of Doom (Hispanic 940412)
ddtodhr1,2513,Dungeons &amp; Dragons: Tower of Doom (Hispanic 940125)
ddtodhr2,2513,Dungeons &amp; Dragons: Tower of Doom (Hispanic 940113)
ssf2t,,Super Street Fighter II Turbo (World 940223)
ssf2tu,2524,Super Street Fighter II Turbo (USA 940323)
ssf2tur1,2524,Super Street Fighter II Turbo (USA 940223)
ssf2ta,2524,Super Street Fighter II Turbo (Asia 940223)
ssf2xj,2524,Super Street Fighter II X: Grand Master Challenge (Japan 940223)
avsp,,Alien vs. Predator (Euro 940520)
avspu,2529,Alien vs. Predator (USA 940520)
avspj,2529,Alien vs. Predator (Japan 940520)
avspa,2529,Alien vs. Predator (Asia 940520)
avsph,2529,Alien vs. Predator (Hispanic 940520)
dstlk,,Darkstalkers: The Night Warriors (Euro 940705)
dstlku,2534,Darkstalkers: The Night Warriors (USA 940818)
dstlkur1,2534,Darkstalkers: The Night Warriors (USA 940705)
dstlka,2534,Darkstalkers: The Night Warriors (Asia 940705)
dstlkh,2534,Darkstalkers: The Night Warriors (Hispanic 940818)
vampj,2534,Vampire: The Night Warriors (Japan 940705)
vampja,2534,Vampire: The Night Warriors (Japan 940705 alt)
vampjr1,2534,Vampire: The Night Warriors (Japan 940630)
ringdest,,Ring of Destruction: Slammasters II (Euro 940902)
smbomb,2542,Super Muscle Bomber: The International Blowout (Japan 940831)
smbombr1,2542,Super Muscle Bomber: The International Blowout (Japan 940808)
armwar,,Armored Warriors (Euro 941024)
armwarr1,2545,Armored Warriors (Euro 941011)
armwaru,2545,Armored Warriors (USA 941024)
armwaru1,2545,Armored Warriors (USA 940920)
pgear,2545,Powered Gear: Strategic Variant Armor Equipment (Japan 941024)
pgearr1,2545,Powered Gear: Strategic Variant Armor Equipment (Japan 940916)
armwara,2545,Armored Warriors (Asia 940920)
xmcota,,X-Men: Children of the Atom (Euro 950105)
xmcotau,2552,X-Men: Children of the Atom (USA 950105)
xmcotah,2552,X-Men: Children of the Atom (Hispanic 950331)
xmcotahr1,2552,X-Men: Children of the Atom (Hispanic 950105)
xmcotaj,2552,X-Men: Children of the Atom (Japan 950105)
xmcotaj1,2552,X-Men: Children of the Atom (Japan 941222)
xmcotaj2,2552,X-Men: Children of the Atom (Japan 941219)
xmcotaj3,2552,X-Men: Children of the Atom (Japan 941217)
xmcotaa,2552,X-Men: Children of the Atom (Asia 941217)
xmcotajr,2552,X-Men: Children of the Atom (Japan 941208 rent version)
nwarr,,Night Warriors: Darkstalkers' Revenge (Euro 950316)
nwarru,2562,Night Warriors: Darkstalkers' Revenge (USA 950406)
nwarrh,2562,Night Warriors: Darkstalkers' Revenge (Hispanic 950403)
nwarrb,2562,Night Warriors: Darkstalkers' Revenge (Brazil 950403)
nwarra,2562,Night Warriors: Darkstalkers' Revenge (Asia 950302)
vhuntj,2562,Vampire Hunter: Darkstalkers' Revenge (Japan 950316)
vhuntjr1,2562,Vampire Hunter: Darkstalkers' Revenge (Japan 950307)
vhuntjr2,2562,Vampire Hunter: Darkstalkers' Revenge (Japan 950302)
cybots,,Cyberbots: Fullmetal Madness (Euro 950424)
cybotsu,2570,Cyberbots: Fullmetal Madness (USA 950424)
cybotsj,2570,Cyberbots: Fullmetal Madness (Japan 950420)
sfa,,Street Fighter Alpha: Warriors' Dreams (Euro 950727)
sfar1,2573,Street Fighter Alpha: Warriors' Dreams (Euro 950718)
sfar2,2573,Street Fighter Alpha: Warriors' Dreams (Euro 950627)
sfar3,2573,Street Fighter Alpha: Warriors' Dreams (Euro 950605)
sfau,2573,Street Fighter Alpha: Warriors' Dreams (USA 950627)
sfza,2573,Street Fighter Zero (Asia 950627)
sfzj,2573,Street Fighter Zero (Japan 950727)
sfzjr1,2573,Street Fighter Zero (Japan 950627)
sfzjr2,2573,Street Fighter Zero (Japan 950605)
sfzh,2573,Street Fighter Zero (Hispanic 950718)
sfzhr1,2573,Street Fighter Zero (Hispanic 950627)
sfzb,2573,Street Fighter Zero (Brazil 951109)
sfzbr1,2573,Street Fighter Zero (Brazil 950727)
mmancp2u,2493,"Mega Man - The Power Battle (CPS2, USA 951006, SAMPLE Version)"
rmancp2j,2493,"Rockman: The Power Battle (CPS2, Japan 950922)"
msh,,Marvel Super Heroes (Euro 951024)
mshu,2588,Marvel Super Heroes (USA 951024)
mshj,2588,Marvel Super Heroes (Japan 951117)
mshjr1,2588,Marvel Super Heroes (Japan 951024)
msha,2588,Marvel Super Heroes (Asia 951024)
mshh,2588,Marvel Super Heroes (Hispanic 951117)
mshb,2588,Marvel Super Heroes (Brazil 951117)
19xx,,19XX: The War Against Destiny (USA 951207)
19xxj,2595,19XX: The War Against Destiny (Japan 951225)
19xxjr1,2595,19XX: The War Against Destiny (Japan 951207)
19xxa,2595,19XX: The War Against Destiny (Asia 951207)
19xxh,2595,19XX: The War Against Destiny (Hispanic 951218)
19xxb,2595,19XX: The War Against Destiny (Brazil 951218)
ddsom,,Dungeons &amp; Dragons: Shadow over Mystara (Euro 960619)
ddsomr1,2601,Dungeons &amp; Dragons: Shadow over Mystara (Euro 960223)
