name,cloneOf,description
m1eastndr,9675,Eastenders (Maygay) (M1A/B) (set 19)
m1eastnds,9675,Eastenders (Maygay) (M1A/B) (set 20)
m1eastndt,9675,Eastenders (Maygay) (M1A/B) (set 21)
m1eastndu,9675,Eastenders (Maygay) (M1A/B) (set 22)
m1eastndv,9675,Eastenders (Maygay) (M1A/B) (set 23)
m1eastndw,9675,Eastenders (Maygay) (M1A/B) (set 24)
m1eastndx,9675,Eastenders (Maygay) (M1A/B) (set 25)
m1eastndy,9675,Eastenders (Maygay) (M1A/B) (set 26)
m1eastndz,9675,Eastenders (Maygay) (M1A/B) (set 27)
m1eastqv,,Eastenders - Queen Vic (Maygay) (M1A/B) (set 1)
m1eastqv0,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 28)
m1eastqv1,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 29)
m1eastqv2,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 30)
m1eastqv3,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 31)
m1eastqv5,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 33)
m1eastqv6,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 34)
m1eastqv7,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 35)
m1eastqv8,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 36)
m1eastqva,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 2)
m1eastqvaa,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 38)
m1eastqvb,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 3)
m1eastqvc,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 4)
m1eastqvd,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 5)
m1eastqvf,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 7)
m1eastqvg,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 8)
m1eastqvh,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 9)
m1eastqvi,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 10)
m1eastqvj,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 11)
m1eastqvk,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 12)
m1eastqvl,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 13)
m1eastqvm,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 14)
m1eastqvn,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 15)
m1eastqvo,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 16)
m1eastqvp,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 17)
m1eastqvq,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 18)
m1eastqvr,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 19)
m1eastqvs,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 20)
m1eastqvt,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 21)
m1eastqvu,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 22)
m1eastqvv,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 23)
m1eastqvw,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 24)
m1eastqvx,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 25)
m1eastqvy,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 26)
m1eastqvz,9716,Eastenders - Queen Vic (Maygay) (M1A/B) (set 27)
m1expclb,,Explorer Club (Maygay) (M1A/B) (set 2)
m1expclba,9751,Explorer Club (Maygay) (M1A/B) (set 3)
m1fantfb,,Fantasy Football (Maygay) (M1A/B) (set 1)
m1fantfba,9753,Fantasy Football (Maygay) (M1A/B) (set 2)
m1fantfbb,9753,Fantasy Football (Maygay) (M1A/B) (set 3)
m1fantfbc,9753,Fantasy Football (Maygay) (M1A/B) (set 4)
m1fantfbd,9753,Fantasy Football (Maygay) (M1A/B) (set 5)
m1fantfbf,9753,Fantasy Football (Maygay) (M1A/B) (set 7)
m1fantfbg,9753,Fantasy Football (Maygay) (M1A/B) (set 8)
m1fantfbh,9753,Fantasy Football (Maygay) (M1A/B) (set 9)
m1fantfbj,9753,Fantasy Football (Maygay) (M1A/B) (set 11)
m1fantfbk,9753,Fantasy Football (Maygay) (M1A/B) (set 12)
m1fantfbl,9753,Fantasy Football (Maygay) (M1A/B) (set 13)
m1fight,,Fight Night (Maygay) (M1A/B) (set 1)
m1fighta,9764,Fight Night (Maygay) (M1A/B) (set 2)
m1fightb,9764,Fight Night (Maygay) (M1A/B) (set 3)
m1fightc,9764,Fight Night (Maygay) (M1A/B) (set 4)
m1fightd,9764,Fight Night (Maygay) (M1A/B) (set 5)
m1fighte,9764,Fight Night (Maygay) (M1A/B) (set 6)
m1fightg,9764,Fight Night (Maygay) (M1A/B) (set 8)
m1fighth,9764,Fight Night (Maygay) (M1A/B) (set 9)
m1fighti,9764,Fight Night (Maygay) (M1A/B) (set 10)
m1fightj,9764,Fight Night (Maygay) (M1A/B) (set 11)
m1fightk,9764,Fight Night (Maygay) (M1A/B) (set 12)
m1fightl,9764,Fight Night (Maygay) (M1A/B) (set 13)
m1fightm,9764,Fight Night (Maygay) (M1A/B) (set 14)
m1fightn,9764,Fight Night (Maygay) (M1A/B) (set 15)
m1fighto,9764,Fight Night (Maygay) (M1A/B) (set 16)
m1fightp,9764,Fight Night (Maygay) (M1A/B) (set 17)
m1fightq,9764,Fight Night (Maygay) (M1A/B) (set 18)
m1fightr,9764,Fight Night (Maygay) (M1A/B) (set 19)
m1fights,9764,Fight Night (Maygay) (M1A/B) (set 20)
m1fightt,9764,Fight Night (Maygay) (M1A/B) (set 21)
m1fightu,9764,Fight Night (Maygay) (M1A/B) (set 22)
m1fightv,9764,Fight Night (Maygay) (M1A/B) (set 23)
m1fightw,9764,Fight Night (Maygay) (M1A/B) (set 24)
m1fightx,9764,Fight Night (Maygay) (M1A/B) (set 25)
m1fivest,,Five Star (Dutch) (Maygay) (M1A/B)
m1frexpl,,Fruit Explosion (Maygay) (M1A/B) (set 1)
m1frexpla,9789,Fruit Explosion (Maygay) (M1A/B) (set 2)
m1frexplc,9789,Fruit Explosion (Maygay) (M1A/B) (set 4)
m1frexpld,9789,Fruit Explosion (Maygay) (M1A/B) (set 5)
m1frexple,9789,Fruit Explosion (Maygay) (M1A/B) (set 6)
m1frexplg,9789,Fruit Explosion (Maygay) (M1A/B) (set 8)
m1frexplh,9789,Fruit Explosion (Maygay) (M1A/B) (set 9)
m1frexpli,9789,Fruit Explosion (Maygay) (M1A/B) (set 10)
m1frexplj,9789,Fruit Explosion (Maygay) (M1A/B) (set 11)
m1frexplk,9789,Fruit Explosion (Maygay) (M1A/B) (set 12)
m1frexpll,9789,Fruit Explosion (Maygay) (M1A/B) (set 13)
m1frexplm,9789,Fruit Explosion (Maygay) (M1A/B) (set 14)
m1frexpln,9789,Fruit Explosion (Maygay) (M1A/B) (set 15)
m1frexplo,9789,Fruit Explosion (Maygay) (M1A/B) (set 16)
m1frexplp,9789,Fruit Explosion (Maygay) (M1A/B) (set 17)
m1frexplq,9789,Fruit Explosion (Maygay) (M1A/B) (set 18)
m1frexplr,9789,Fruit Explosion (Maygay) (M1A/B) (set 19)
m1frexpls,9789,Fruit Explosion (Maygay) (M1A/B) (set 20)
m1frexplt,9789,Fruit Explosion (Maygay) (M1A/B) (set 21)
m1frexplu,9789,Fruit Explosion (Maygay) (M1A/B) (set 22)
m1frexplv,9789,Fruit Explosion (Maygay) (M1A/B) (set 23)
m1glad,,Gladiators (Maygay) (M1A/B) (set 1)
m1glad0,9810,Gladiators (Maygay) (M1A/B) (set 28)
m1glad1,9810,Gladiators (Maygay) (M1A/B) (set 29)
m1glada,9810,Gladiators (Maygay) (M1A/B) (set 2)
m1gladb,9810,Gladiators (Maygay) (M1A/B) (set 3)
m1gladc,9810,Gladiators (Maygay) (M1A/B) (set 4)
m1gladd,9810,Gladiators (Maygay) (M1A/B) (set 5)
m1glade,9810,Gladiators (Maygay) (M1A/B) (set 6)
m1gladf,9810,Gladiators (Maygay) (M1A/B) (set 7)
m1gladg,9810,Gladiators (Maygay) (M1A/B) (set 8)
m1gladh,9810,Gladiators (Maygay) (M1A/B) (set 9)
m1gladj,9810,Gladiators (Maygay) (M1A/B) (set 11)
m1gladk,9810,Gladiators (Maygay) (M1A/B) (set 12)
m1gladl,9810,Gladiators (Maygay) (M1A/B) (set 13)
m1gladm,9810,Gladiators (Maygay) (M1A/B) (set 14)
m1gladn,9810,Gladiators (Maygay) (M1A/B) (set 15)
m1glado,9810,Gladiators (Maygay) (M1A/B) (set 16)
m1gladp,9810,Gladiators (Maygay) (M1A/B) (set 17)
m1gladq,9810,Gladiators (Maygay) (M1A/B) (set 18)
m1gladr,9810,Gladiators (Maygay) (M1A/B) (set 19)
m1glads,9810,Gladiators (Maygay) (M1A/B) (set 20)
m1gladt,9810,Gladiators (Maygay) (M1A/B) (set 21)
m1gladu,9810,Gladiators (Maygay) (M1A/B) (set 22)
m1gladv,9810,Gladiators (Maygay) (M1A/B) (set 23)
m1gladw,9810,Gladiators (Maygay) (M1A/B) (set 24)
m1gladx,9810,Gladiators (Maygay) (M1A/B) (set 25)
m1glady,9810,Gladiators (Maygay) (M1A/B) (set 26)
m1gladz,9810,Gladiators (Maygay) (M1A/B) (set 27)
m1gold10,,Golden 10 (German) (Maygay) (M1A/B)
m1goldng,,Golden Nugget Club (Maygay) (M1A/B) (set 1)
m1goldnga,9839,Golden Nugget Club (Maygay) (M1A/B) (set 2)
m1goldngb,9839,Golden Nugget Club (Maygay) (M1A/B) (set 3)
m1goldngc,9839,Golden Nugget Club (Maygay) (M1A/B) (set 4)
m1goldngd,9839,Golden Nugget Club (Maygay) (M1A/B) (set 5)
m1goldnge,9839,Golden Nugget Club (Maygay) (M1A/B) (set 6)
m1goldsv,,Gold &amp; Silver (Maygay) (M1A/B) (set 1)
m1goldsva,9845,Gold &amp; Silver (Maygay) (M1A/B) (set 2)
m1gresc,,The Great Escape (Maygay) (M1A/B) (set 1)
m1gresca,9847,The Great Escape (Maygay) (M1A/B) (set 2)
m1grescb,9847,The Great Escape (Maygay) (M1A/B) (set 3)
m1grescc,9847,The Great Escape (Maygay) (M1A/B) (set 4)
m1grescd,9847,The Great Escape (Maygay) (M1A/B) (set 5)
m1gresce,9847,The Great Escape (Maygay) (M1A/B) (set 6)
m1grescf,9847,The Great Escape (Maygay) (M1A/B) (set 7)
m1grescg,9847,The Great Escape (Maygay) (M1A/B) (set 8)
m1gresch,9847,The Great Escape (Maygay) (M1A/B) (set 9)
m1gresci,9847,The Great Escape (Maygay) (M1A/B) (set 10)
m1grescj,9847,The Great Escape (Maygay) (M1A/B) (set 11)
m1gresck,9847,The Great Escape (Maygay) (M1A/B) (set 12)
m1grescl,9847,The Great Escape (Maygay) (M1A/B) (set 13)
m1grescm,9847,The Great Escape (Maygay) (M1A/B) (set 14)
m1grescn,9847,The Great Escape (Maygay) (M1A/B) (set 15)
m1gresco,9847,The Great Escape (Maygay) (M1A/B) (set 16)
m1grescp,9847,The Great Escape (Maygay) (M1A/B) (set 17)
m1grescq,9847,The Great Escape (Maygay) (M1A/B) (set 18)
m1gskill,,Greek Skill (Hitech Amusement)
m1guvnor,,The Guvnor (Maygay) (M1A/B) (set 1)
m1guvnora,9866,The Guvnor (Maygay) (M1A/B) (set 2)
m1guvnorb,9866,The Guvnor (Maygay) (M1A/B) (set 3)
m1guvnorc,9866,The Guvnor (Maygay) (M1A/B) (set 4)
m1guvnord,9866,The Guvnor (Maygay) (M1A/B) (set 5)
m1guvnore,9866,The Guvnor (Maygay) (M1A/B) (set 6)
m1guvnorf,9866,The Guvnor (Maygay) (M1A/B) (set 7)
m1guvnorg,9866,The Guvnor (Maygay) (M1A/B) (set 8)
m1guvnorh,9866,The Guvnor (Maygay) (M1A/B) (set 9)
m1guvnori,9866,The Guvnor (Maygay) (M1A/B) (set 10)
m1guvnorj,9866,The Guvnor (Maygay) (M1A/B) (set 11)
m1guvnork,9866,The Guvnor (Maygay) (M1A/B) (set 12)
m1guvnorl,9866,The Guvnor (Maygay) (M1A/B) (set 13)
m1guvnorm,9866,The Guvnor (Maygay) (M1A/B) (set 14)
m1guvnorn,9866,The Guvnor (Maygay) (M1A/B) (set 15)
m1guvnoro,9866,The Guvnor (Maygay) (M1A/B) (set 16)
m1guvnorp,9866,The Guvnor (Maygay) (M1A/B) (set 17)
m1guvnorq,9866,The Guvnor (Maygay) (M1A/B) (set 18)
m1guvnorr,9866,The Guvnor (Maygay) (M1A/B) (set 19)
m1guvnors,9866,The Guvnor (Maygay) (M1A/B) (set 20)
m1guvnort,9866,The Guvnor (Maygay) (M1A/B) (set 21)
m1hiloc,,Hi Lo Casino (Global) (M1A/B) (set 1)
m1hiloca,9887,Hi Lo Casino (Global) (M1A/B) (set 2)
m1hotpot,,Hot Pots (Maygay) (M1A/B) (set 1)
m1hotpot0,9889,Hot Pots (Maygay) (M1A/B) (set 28)
m1hotpotd,9889,Hot Pots (Maygay) (M1A/B) (set 5)
m1hotpote,9889,Hot Pots (Maygay) (M1A/B) (set 6)
m1hotpoth,9889,Hot Pots (Maygay) (M1A/B) (set 9)
m1hotpoti,9889,Hot Pots (Maygay) (M1A/B) (set 10)
m1hotpotj,9889,Hot Pots (Maygay) (M1A/B) (set 11)
m1hotpotk,9889,Hot Pots (Maygay) (M1A/B) (set 12)
m1hotpotl,9889,Hot Pots (Maygay) (M1A/B) (set 13)
m1hotpotm,9889,Hot Pots (Maygay) (M1A/B) (set 14)
m1hotpotn,9889,Hot Pots (Maygay) (M1A/B) (set 15)
m1hotpoto,9889,Hot Pots (Maygay) (M1A/B) (set 16)
m1hotpotp,9889,Hot Pots (Maygay) (M1A/B) (set 17)
m1hotpotq,9889,Hot Pots (Maygay) (M1A/B) (set 18)
m1hotpotr,9889,Hot Pots (Maygay) (M1A/B) (set 19)
m1hotpots,9889,Hot Pots (Maygay) (M1A/B) (set 20)
m1hotpott,9889,Hot Pots (Maygay) (M1A/B) (set 21)
m1hotpotu,9889,Hot Pots (Maygay) (M1A/B) (set 22)
m1hotpotv,9889,Hot Pots (Maygay) (M1A/B) (set 23)
m1hotpotw,9889,Hot Pots (Maygay) (M1A/B) (set 24)
m1hotpotx,9889,Hot Pots (Maygay) (M1A/B) (set 25)
m1hotpoty,9889,Hot Pots (Maygay) (M1A/B) (set 26)
m1hotpotz,9889,Hot Pots (Maygay) (M1A/B) (set 27)
m1htclb,,Hi Tension Club (Maygay) (M1A/B) (set 1)
m1htclba,9912,Hi Tension Club (Maygay) (M1A/B) (set 2)
m1imclb,,Instant Millionaire Club (Maygay) (M1A/B) (set 1)
m1imclba,9914,Instant Millionaire Club (Maygay) (M1A/B) (set 2)
m1imclbb,9914,Instant Millionaire Club (Maygay) (M1A/B) (set 3)
m1infern,,Inferno (Maygay) (M1A/B) (set 1)
m1inferna,9917,Inferno (Maygay) (M1A/B) (set 2)
m1infernb,9917,Inferno (Maygay) (M1A/B) (set 3)
m1infernc,9917,Inferno (Maygay) (M1A/B) (set 4)
m1infernd,9917,Inferno (Maygay) (M1A/B) (set 5)
m1inferne,9917,Inferno (Maygay) (M1A/B) (set 6)
m1infernf,9917,Inferno (Maygay) (M1A/B) (set 7)
m1inferng,9917,Inferno (Maygay) (M1A/B) (set 8)
m1infernh,9917,Inferno (Maygay) (M1A/B) (set 9)
m1inferni,9917,Inferno (Maygay) (M1A/B) (set 10)
m1infernj,9917,Inferno (Maygay) (M1A/B) (set 11)
m1infernk,9917,Inferno (Maygay) (M1A/B) (set 12)
m1infernl,9917,Inferno (Maygay) (M1A/B) (set 13)
m1inwin,,Instant Win (Maygay) (M1A/B) (set 1)
m1inwina,9930,Instant Win (Maygay) (M1A/B) (set 2)
m1inwinb,9930,Instant Win (Maygay) (M1A/B) (set 3)
m1inwinc,9930,Instant Win (Maygay) (M1A/B) (set 4)
m1inwinf,9930,Instant Win (Maygay) (M1A/B) (set 7)
m1inwinh,9930,Instant Win (Maygay) (M1A/B) (set 9)
m1inwini,9930,Instant Win (Maygay) (M1A/B) (set 10)
m1inwinj,9930,Instant Win (Maygay) (M1A/B) (set 11)
m1inwink,9930,Instant Win (Maygay) (M1A/B) (set 12)
m1inwinl,9930,Instant Win (Maygay) (M1A/B) (set 13)
m1inwinm,9930,Instant Win (Maygay) (M1A/B) (set 14)
m1inwinn,9930,Instant Win (Maygay) (M1A/B) (set 15)
m1inwino,9930,Instant Win (Maygay) (M1A/B) (set 16)
m1inwinp,9930,Instant Win (Maygay) (M1A/B) (set 17)
m1inwinq,9930,Instant Win (Maygay) (M1A/B) (set 18)
m1inwinr,9930,Instant Win (Maygay) (M1A/B) (set 19)
m1inwins,9930,Instant Win (Maygay) (M1A/B) (set 20)
m1inwint,9930,Instant Win (Maygay) (M1A/B) (set 21)
m1inwinu,9930,Instant Win (Maygay) (M1A/B) (set 22)
m1inwinv,9930,Instant Win (Maygay) (M1A/B) (set 23)
m1inwinw,9930,Instant Win (Maygay) (M1A/B) (set 24)
m1inwinx,9930,Instant Win (Maygay) (M1A/B) (set 25)
m1itjob,,Italian Job (Maygay) (M1A/B) (set 1)
m1itjobc,9952,Italian Job (Maygay) (M1A/B) (set 4)
m1itjobd,9952,Italian Job (Maygay) (M1A/B) (set 5)
m1itjobe,9952,Italian Job (Maygay) (M1A/B) (set 6)
m1itjobf,9952,Italian Job (Maygay) (M1A/B) (set 7)
m1itjobg,9952,Italian Job (Maygay) (M1A/B) (set 8)
m1itjobh,9952,Italian Job (Maygay) (M1A/B) (set 9)
m1itjobi,9952,Italian Job (Maygay) (M1A/B) (set 10)
m1itjobj,9952,Italian Job (Maygay) (M1A/B) (set 11)
m1itjobk,9952,Italian Job (Maygay) (M1A/B) (set 12)
m1itjobl,9952,Italian Job (Maygay) (M1A/B) (set 13)
m1itjobm,9952,Italian Job (Maygay) (M1A/B) (set 14)
m1itjobn,9952,Italian Job (Maygay) (M1A/B) (set 15)
m1itjobo,9952,Italian Job (Maygay) (M1A/B) (set 16)
m1itjobp,9952,Italian Job (Maygay) (M1A/B) (set 17)
m1itjobq,9952,Italian Job (Maygay) (M1A/B) (set 18)
m1itjobr,9952,Italian Job (Maygay) (M1A/B) (set 19)
m1itsko,,It's A Knockout (Maygay) (M1A/B) (set 1)
m1itsko0,9969,It's A Knockout (Maygay) (M1A/B) (set 28)
m1itsko1,9969,It's A Knockout (Maygay) (M1A/B) (set 29)
m1itsko2,9969,It's A Knockout (Maygay) (M1A/B) (set 30)
m1itsko3,9969,It's A Knockout (Maygay) (M1A/B) (set 31)
m1itsko4,9969,It's A Knockout (Maygay) (M1A/B) (set 32)
m1itsko5,9969,It's A Knockout (Maygay) (M1A/B) (set 33)
m1itsko6,9969,It's A Knockout (Maygay) (M1A/B) (set 34)
m1itsko7,9969,It's A Knockout (Maygay) (M1A/B) (set 35)
m1itsko8,9969,It's A Knockout (Maygay) (M1A/B) (set 36)
m1itskoa,9969,It's A Knockout (Maygay) (M1A/B) (set 2)
m1itskob,9969,It's A Knockout (Maygay) (M1A/B) (set 3)
m1itskoc,9969,It's A Knockout (Maygay) (M1A/B) (set 4)
m1itskod,9969,It's A Knockout (Maygay) (M1A/B) (set 5)
m1itskoe,9969,It's A Knockout (Maygay) (M1A/B) (set 6)
m1itskof,9969,It's A Knockout (Maygay) (M1A/B) (set 7)
m1itskog,9969,It's A Knockout (Maygay) (M1A/B) (set 8)
m1itskoh,9969,It's A Knockout (Maygay) (M1A/B) (set 9)
m1itskoi,9969,It's A Knockout (Maygay) (M1A/B) (set 10)
m1itskoj,9969,It's A Knockout (Maygay) (M1A/B) (set 11)
m1itskok,9969,It's A Knockout (Maygay) (M1A/B) (set 12)
m1itskol,9969,It's A Knockout (Maygay) (M1A/B) (set 13)
m1itskom,9969,It's A Knockout (Maygay) (M1A/B) (set 14)
m1itskon,9969,It's A Knockout (Maygay) (M1A/B) (set 15)
m1itskoo,9969,It's A Knockout (Maygay) (M1A/B) (set 16)
m1itskop,9969,It's A Knockout (Maygay) (M1A/B) (set 17)
m1itskoq,9969,It's A Knockout (Maygay) (M1A/B) (set 18)
m1itskor,9969,It's A Knockout (Maygay) (M1A/B) (set 19)
m1itskos,9969,It's A Knockout (Maygay) (M1A/B) (set 20)
m1itskot,9969,It's A Knockout (Maygay) (M1A/B) (set 21)
m1itskou,9969,It's A Knockout (Maygay) (M1A/B) (set 22)
m1itskov,9969,It's A Knockout (Maygay) (M1A/B) (set 23)
m1itskow,9969,It's A Knockout (Maygay) (M1A/B) (set 24)
m1itskox,9969,It's A Knockout (Maygay) (M1A/B) (set 25)
m1itskoy,9969,It's A Knockout (Maygay) (M1A/B) (set 26)
m1itskoz,9969,It's A Knockout (Maygay) (M1A/B) (set 27)
m1jbond,,James Bond (Maygay) (M1A/B) (set 1)
m1jbonda,10005,James Bond (Maygay) (M1A/B) (set 2)
m1jbondb,10005,James Bond (Maygay) (M1A/B) (set 3)
m1jbondc,10005,James Bond (Maygay) (M1A/B) (set 4)
m1jbondd,10005,James Bond (Maygay) (M1A/B) (set 5)
m1jbonde,10005,James Bond (Maygay) (M1A/B) (set 6)
m1jbondf,10005,James Bond (Maygay) (M1A/B) (set 7)
m1jbondg,10005,James Bond (Maygay) (M1A/B) (set 8)
m1jbondh,10005,James Bond (Maygay) (M1A/B) (set 9)
m1jbondi,10005,James Bond (Maygay) (M1A/B) (set 10)
m1jbondj,10005,James Bond (Maygay) (M1A/B) (set 11)
m1jbondk,10005,James Bond (Maygay) (M1A/B) (set 12)
m1jbondl,10005,James Bond (Maygay) (M1A/B) (set 13)
m1jbondm,10005,James Bond (Maygay) (M1A/B) (set 14)
m1jbondn,10005,James Bond (Maygay) (M1A/B) (set 15)
m1jbondo,10005,James Bond (Maygay) (M1A/B) (set 16)
m1jbondp,10005,James Bond (Maygay) (M1A/B) (set 17)
m1jbondq,10005,James Bond (Maygay) (M1A/B) (set 18)
m1jdwins,,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 1)
m1jdwinsa,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 2)
m1jdwinsb,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 3)
m1jdwinsc,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 4)
m1jdwinsd,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 5)
m1jdwinse,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 6)
m1jdwinsf,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 7)
m1jdwinsg,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 8)
m1jdwinsh,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 9)
m1jdwinsi,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 10)
m1jdwinsj,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 11)
m1jdwinsk,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 12)
m1jdwinsl,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 13)
m1jdwinsm,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 14)
m1jdwinsn,10023,Jim Davison's Winning Streak (Maygay) (M1A/B) (set 15)
m1jpmult,,Jackpot Multiplier (Maygay) (M1A/B) (set 1)
m1jpmulta,10038,Jackpot Multiplier (Maygay) (M1A/B) (set 2)
m1jtjob,,Just The Job (Global) (M1A/B) (set 1)
m1jtjoba,10040,Just The Job (Global) (M1A/B) (set 2)
m1jtjobb,10040,Just The Job (Global) (M1A/B) (set 3)
m1jtjobc,10040,Just The Job (Global) (M1A/B) (set 4)
m1jtjobd,10040,Just The Job (Global) (M1A/B) (set 5)
m1jtjobe,10040,Just The Job (Global) (M1A/B) (set 6)
m1kingsw,,King Of The Swingers (Global) (M1A/B) (set 1)
m1kingswa,10046,King Of The Swingers (Global) (M1A/B) (set 2)
m1kingswb,10046,King Of The Swingers (Global) (M1A/B) (set 3)
m1kingswc,10046,King Of The Swingers (Global) (M1A/B) (set 4)
m1lca,,Lights Camera Action (Global) (M1A/B) (set 1)
m1lcaa,10050,Lights Camera Action (Global) (M1A/B) (set 2)
m1lcab,10050,Lights Camera Action (Global) (M1A/B) (set 3)
m1lcac,10050,Lights Camera Action (Global) (M1A/B) (set 4)
m1liveam,,Living In America (Maygay) (M1A/B) (set 1)
m1liveama,10054,Living In America (Maygay) (M1A/B) (set 2)
m1liveamb,10054,Living In America (Maygay) (M1A/B) (set 3)
m1lotmil,,Lottery Millionaire Club (Maygay) (M1A/B) (set 1)
m1lotmila,10057,Lottery Millionaire Club (Maygay) (M1A/B) (set 2)
m1lotmilb,10057,Lottery Millionaire Club (Maygay) (M1A/B) (set 3)
m1lotmilc,10057,Lottery Millionaire Club (Maygay) (M1A/B) (set 4)
m1luckno,,Lucky Numbers (Maygay) (M1A/B) (set 1)
m1lucknoa,10061,Lucky Numbers (Maygay) (M1A/B) (set 2)
m1lucknob,10061,Lucky Numbers (Maygay) (M1A/B) (set 3)
m1lucknoc,10061,Lucky Numbers (Maygay) (M1A/B) (set 4)
m1lucknod,10061,Lucky Numbers (Maygay) (M1A/B) (set 5)
m1lucknoe,10061,Lucky Numbers (Maygay) (M1A/B) (set 6)
m1lucknof,10061,Lucky Numbers (Maygay) (M1A/B) (set 7)
m1lucknog,10061,Lucky Numbers (Maygay) (M1A/B) (set 8)
m1lucknoh,10061,Lucky Numbers (Maygay) (M1A/B) (set 9)
m1lucknoi,10061,Lucky Numbers (Maygay) (M1A/B) (set 10)
m1lucknoj,10061,Lucky Numbers (Maygay) (M1A/B) (set 11)
m1lucknok,10061,Lucky Numbers (Maygay) (M1A/B) (set 12)
m1lucknol,10061,Lucky Numbers (Maygay) (M1A/B) (set 13)
m1lucknom,10061,Lucky Numbers (Maygay) (M1A/B) (set 14)
m1lucknon,10061,Lucky Numbers (Maygay) (M1A/B) (set 15)
m1lucknoo,10061,Lucky Numbers (Maygay) (M1A/B) (set 16)
m1lucknop,10061,Lucky Numbers (Maygay) (M1A/B) (set 17)
m1lucknoq,10061,Lucky Numbers (Maygay) (M1A/B) (set 18)
m1lucknor,10061,Lucky Numbers (Maygay) (M1A/B) (set 19)
m1lucknos,10061,Lucky Numbers (Maygay) (M1A/B) (set 20)
m1luxor,,Luxor Casino (Gemini) (M1A/B) (set 1)
m1luxora,10081,Luxor Casino (Gemini) (M1A/B) (set 2)
m1luxorb,10081,Luxor Casino (Gemini) (M1A/B) (set 3)
m1luxorc,10081,Luxor Casino (Gemini) (M1A/B) (set 4)
m1magic,,Magic Squares (Maygay) (M1A/B) (set 1)
m1magica,10085,Magic Squares (Maygay) (M1A/B) (set 2)
m1magicb,10085,Magic Squares (Maygay) (M1A/B) (set 3)
m1magicc,10085,Magic Squares (Maygay) (M1A/B) (set 4)
m1manhat,,Manhattan Skylines (Maygay) (M1A/B)
m1mb,,Monkey Business (Global) (M1A/B) (set 1)
m1mba,10090,Monkey Business (Global) (M1A/B) (set 2)
m1mbb,10090,Monkey Business (Global) (M1A/B) (set 3)
m1mbc,10090,Monkey Business (Global) (M1A/B) (set 4)
m1mbclb,,Monkey Business Club (Global) (M1A/B)
m1monclb,,Monopoly Club (Maygay) (M1A/B) (set 1)
m1monclba,10095,Monopoly Club (Maygay) (M1A/B) (set 2)
m1monclbb,10095,Monopoly Club (Maygay) (M1A/B) (set 3)
m1monclbc,10095,Monopoly Club (Maygay) (M1A/B) (set 4)
m1monclbd,10095,Monopoly Club (Maygay) (M1A/B) (set 5)
