name,cloneOf,description
qtorimon,,Quiz Torimonochou (Japan)
liquidk,,Liquid Kids (World)
liquidku,1460,Liquid Kids (US)
mizubaku,1460,Mizubaku Daibouken (Japan)
quizhq,,Quiz H.Q. (Japan)
ssi,,Super Space Invaders '91 (World)
majest12,1464,Majestic Twelve - The Space Invaders Part IV (Japan)
gunfront,,Gun and Frontier (World)
gunfronj,1466,Gun Frontier (Japan)
growl,,Growl (World)
growlu,1468,Growl (US)
runark,1468,Runark (Japan)
mjnquest,,Mahjong Quest (Japan)
mjnquesb,1471,Mahjong Quest (No Nudity)
footchmp,,Football Champ (World)
hthero,1473,Hat Trick Hero (Japan)
euroch92,1473,Euro Champ '92 (World)
koshien,,Ah Eikou no Koshien (Japan)
yuyugogo,,Yuuyu no Quiz de GO!GO! (Japan)
ninjak,,The Ninja Kids (World)
ninjakj,1478,The Ninja Kids (Japan)
solfigtr,,Solitary Fighter (World)
qzquest,,Quiz Quest - Hime to Yuusha no Monogatari (Japan)
pulirula,,PuLiRuLa (World)
pulirulj,1482,PuLiRuLa (Japan)
metalb,,Metal Black (World)
metalbj,1484,Metal Black (Japan)
qzchikyu,,Quiz Chikyu Bouei Gun (Japan)
yesnoj,,Yes-No Sinri Tokimeki Chart
deadconx,,Dead Connection (World)
deadconj,1488,Dead Connection (Japan)
dinorex,,Dino Rex (World)
dinorexj,1490,Dino Rex (Japan)
dinorexu,1490,Dino Rex (US)
qjinsei,,Quiz Jinsei Gekijoh (Japan)
qcrayon,,Quiz Crayon Shinchan (Japan)
qcrayon2,,Crayon Shinchan Orato Asobo (Japan)
driftout,,Drift Out (Japan)
driveout,1496,Drive Out
ringrage,,Ring Rage (World)
ringragj,1498,Ring Rage (Japan)
ringragu,1498,Ring Rage (US)
arabianm,,Arabian Magic (World)
arabiamj,1501,Arabian Magic (Japan)
arabiamu,1501,Arabian Magic (US)
ridingf,,Riding Fight (World)
ridefgtj,1504,Riding Fight (Japan)
ridefgtu,1504,Riding Fight (US)
gseeker,,Grid Seeker - Project Stormhammer (World)
gseekerj,1507,Grid Seeker - Project Stormhammer (Japan)
gseekeru,1507,Grid Seeker - Project Stormhammer (US)
hthero93,1521,Hat Trick Hero '93 (Japan)
cupfinal,1521,Taito Cup Finals (World)
trstar,,Top Ranking Stars (World new version)
trstarj,1512,Top Ranking Stars (Japan new version)
prmtmfgt,1512,Prime Time Fighter (US new version)
trstaro,1512,Top Ranking Stars (World old version)
trstaroj,1512,Top Ranking Stars (Japan old version)
prmtmfgo,1512,Prime Time Fighter (US old version)
gunlock,,Gunlock (World)
rayforcj,1518,Rayforce (Japan)
rayforce,1518,Rayforce (US)
scfinals,,Super Cup Finals (World)
intcup94,1521,International Cup '94
dungeonm,,Dungeon Magic (World)
lightbr,1523,Light Bringer (Japan)
dungenmu,1523,Dungeon Magic (US)
kaiserkn,,Kaiser Knuckle (World)
kaiserkj,1526,Kaiser Knuckle (Japan)
gblchmp,1526,Global Champion (US)
dankuga,1526,Dan-Ku-Ga (Prototype)
dariusg,,Darius Gaiden - Silver Hawk (World)
dariusgj,1530,Darius Gaiden - Silver Hawk (Japan)
dariusgu,1530,Darius Gaiden - Silver Hawk (US)
dariusgx,1530,Darius Gaiden - Silver Hawk (Extra Version) [Official Hack]
bublbob2,,Bubble Bobble 2 (World)
bubsympe,1534,Bubble Symphony (Europe)
bubsympu,1534,Bubble Symphony (US)
bubsymph,1534,Bubble Symphony (Japan)
spcinvdj,1414,Space Invaders DX (Japan F3 version)
pwrgoal,,Taito Power Goal (World)
hthero95,1539,Hat Trick Hero '95 (Japan)
hthro95u,1539,Hat Trick Hero '95 (US)
qtheater,,Quiz Theater - 3tsu no Monogatari (Japan)
elvactr,,Elevator Action Returns (World)
elvactrj,1543,Elevator Action Returns (Japan)
elvact2u,1543,Elevator Action 2 (US)
spcinv95,,Space Invaders '95 - Attack Of The Lunar Loonies (World)
spcnv95u,1546,Space Invaders '95 - Attack Of The Lunar Loonies (US)
akkanvdr,1546,Akkanvader (Japan)
twinqix,,Twin Qix (US Prototype)
quizhuhu,,Moriguchi Hiroko no Quiz de Hyuu!Hyuu! (Japan)
pbobble2,,Puzzle Bobble 2 (World)
pbobbl2j,1551,Puzzle Bobble 2 (Japan)
pbobbl2u,1551,Bust-A-Move Again (US)
pbobbl2x,1551,Puzzle Bobble 2X (Japan)
gekirido,,Gekirindan (Japan)
tcobra2,,Twin Cobra 2 (World)
tcobra2u,1556,Twin Cobra 2 (US)
ktiger2,1556,Kyukyoku Tiger 2 (Japan)
bubblem,,Bubble Memories - The Story Of Bubble Bobble 3 (World)
bubblemj,1559,Bubble Memories - The Story Of Bubble Bobble 3 (Japan)
cleopatr,,Cleopatra Fortune (Japan)
pbobble3,,Puzzle Bobble 3 (World)
pbobbl3u,1562,Puzzle Bobble 3 (US)
pbobbl3j,1562,Puzzle Bobble 3 (Japan)
arkretrn,,Arkanoid Returns (Japan)
kirameki,,Kirameki Star Road (Japan)
puchicar,,Puchi Carat (Japan)
pbobble4,,Puzzle Bobble 4 (World)
pbobbl4j,1568,Puzzle Bobble 4 (Japan)
pbobbl4u,1568,Puzzle Bobble 4 (US)
popnpop,,Pop 'N Pop (World)
popnpopj,1571,Pop 'N Pop (Japan)
popnpopu,1571,Pop 'N Pop (US)
landmakr,,Land Maker (Japan)
landmkrp,1574,Land Maker (World Prototype)
recalh,,Recalhorn (Prototype)
commandw,,Command War - Super Special Battle &amp; War Game (Prototype)
bublbob2p,1534,Bubble Bobble 2 (prototype)
perfrman,,Performan (Japan)
perfrmau,1579,Performan (US)
tigerh,,Tiger Heli (US)
tigerh2,1581,Tiger Heli (Japan set 1)
tigerhj,1581,Tiger Heli (Japan set 2)
tigerhb1,1581,Tiger Heli (bootleg set 1)
tigerhb2,1581,Tiger Heli (bootleg set 2)
slapfigh,,Slap Fight
slapbtjp,1586,Slap Fight (Japan bootleg)
slapbtuk,1586,Slap Fight (English bootleg)
alcon,1586,Alcon
getstar,,Guardian (US)
getstarj,1590,Get Star (Japan)
getstarb,1590,Get Star (bootleg)
mjsister,,Mahjong Sisters (Japan)
fshark,,Flying Shark (World)
skyshark,1594,Sky Shark (US)
hishouza,1594,Hishou Zame (Japan)
fsharkbt,1594,Flying Shark (bootleg)
wardner,,Wardner (World)
pyros,1598,Pyros (US)
wardnerj,1598,Wardner no Mori (Japan)
twincobr,,Twin Cobra (World)
twincobu,1601,Twin Cobra (US)
ktiger,1601,Kyukyoku Tiger (Japan)
ktiger2p,1601,"Kyukyoku Tiger (Japan, 2 Players)"
gulfwar2,,Gulf War II
rallybik,,Rally Bike - Dash Yarou
truxton,,Truxton - Tatsujin
hellfire,,Hellfire
hellfir1,1608,Hellfire (1P Ver.)
zerowing,,Zero Wing
demonwld,,Demon's World - Horror Story
demonwl1,1611,Demon's World - Horror Story (Taito license)
fireshrk,,Fire Shark
samesame,1613,Same! Same! Same!
samesam2,1613,Same! Same! Same! (2P Ver.)
outzone,,Out Zone (set 1)
outzonea,1616,"Out Zone (set 2, Prototype)"
vimana,,Vimana
vimana1,1618,Vimana (old set)
vimanan,1618,Vimana (Nova Apparate GMBH and Co)
snowbros,,Snow Bros. - Nick &amp; Tom (set 1)
snowbroa,1621,Snow Bros. - Nick &amp; Tom (set 2)
snowbrob,1621,Snow Bros. - Nick &amp; Tom (set 3)
snowbroj,1621,Snow Bros. - Nick &amp; Tom (Japan)
wintbob,1621,The Winter Bobble
htchctch,,Hatch Catch
hyperpac,,Hyper Pacman
hyperpcb,1627,Hyper Pacman (bootleg)
chokchok,,Choky! Choky!
cookbib,,Cookie &amp; Bibi
cookbib2,,Cookie &amp; Bibi 2
sdfight,,SD Fighter (Korea)
toppyrap,,Toppy &amp; Rappy
bcstry,,B.C. Story (set 1)
bcstrya,1634,B.C. Story (set 2)
cookbib3,,Cookie &amp; Bibi 3
pzlbreak,,Puzzle Break
twinkle,,Twinkle
3in1semi,,New HyperMan (3-in-1 with Cookie &amp; Bibi &amp; HyperMan)
moremore,,More More
moremorp,,More More Plus
finalttr,,Final Tetris
toto,,Come Back Toto
4in1boot,,Puzzle King (PacMan 2 with Tetris &amp; HyperMan 2 &amp; Snow Bros)
snowbro3,,Snow Brothers 3 - Magical Adventure
tekipaki,,Teki Paki
ghox,,Ghox (spinner)
ghoxj,1647,Ghox (joystick)
dogyuun,,Dogyuun
dogyuunto,1649,Dogyuun (8/25/1992 location test)
kbash,,Knuckle Bash
kbash2,,Knuckle Bash 2
truxton2,,Truxton II - Tatsujin II - Tatsujin Oh (Japan)
pipibibs,,Pipi and Bibis - Whoopee!!
whoopee,1654,Whoopee!! - Pipi and Bibis
pipibibi,1654,Pipi and Bibis - Whoopee!! (bootleg [Q])
fixeight,,FixEight
fixeighb,1657,FixEight (Bootleg)
vfive,,V-Five (Japan)
grindstm,1659,Grind Stormer
grindsta,1659,Grind Stormer (older set)
batsugun,,Batsugun
batugnsp,1662,Batsugun (Special Ver.)
snowbro2,,Snow Bros. 2 - With New Elves - Otenki Paradise
sstriker,1666,Sorcer Striker (World)
mahoudai,,Mahou Daisakusen (Japan)
shippumd,,Shippu Mahou Daisakusen (Japan)
kingdmgp,1667,Kingdom Grandprix (World)
battleg,,Battle Garegga - Type 2 (Denmark - China) (Tue Apr 2 1996)
battlega,1669,Battle Garegga (Europe - USA - Japan - Asia) (Sat Feb 3 1996)
battlegb,1669,Battle Garegga (Austria - Hong Kong) (Sat Mar 2 1996)
batrider,,"Armed Police Batrider (Japan, version B)"
batridra,1672,"Armed Police Batrider (Japan, version A)"
batridrk,1672,"Armed Police Batrider (Korea, version B)"
bbakraid,,Battle Bakraid (Japan) (Wed Apr 7 1999)
bbakradu,1675,Battle Bakraid - Unlimited version (Japan) (Tue Jun 8 1999)
pwrinst2,,Power Instinct 2 (USA)
plegends,,Power Instinct Legends (USA)
mazinger,,Mazinger Z
donpachi,,DonPachi (US)
donpachj,1680,DonPachi (Japan)
donpachk,1680,DonPachi (Korea)
metmqstr,,Metamoqester
nmaster,1683,Oni - The Ninja Master (Japan)
sailormn,,Pretty Soldier Sailor Moon (95-03-22B)
sailormo,1685,Pretty Soldier Sailor Moon (95-03-22)
agallet,,Air Gallet
hotdogst,,Hotdog Storm
ddonpach,,DoDonPachi (International)
ddonpchj,1689,DoDonPachi (Japan)
ddonpacha,1689,"DoDonPachi (Arrange Ver. 1.1) (trap15, hack)"
dfeveron,,Dangun Feveron (Japan)
feversos,1692,Fever SOS (International)
esprade,,ESP Ra.De. (International Ver 1998 4-22)
espradej,1694,ESP Ra.De. (Japan Ver 1998 4-21)
espradeo,1694,ESP Ra.De. (Japan Ver 1998 4-14)
uopoko,,Uo Poko (Japan)
guwange,,Guwange (Japan)
guwanges,1698,Guwange (Japan Special Ver 2000 7-7)
gaia,,Gaia Crusaders
theroes,,Thunder Heroes
gyrodine,,Gyrodine
sonofphx,,Son of Phoenix
repulse,1703,Repulse
99lstwar,1703,'99: The Last War
99lstwra,1703,'99: The Last War (alternate)
flashgal,,Flashgal
srdmissn,,S.R.D. Mission
legend,,Legend
airwolf,,Airwolf
skywolf,1710,Sky Wolf (set 1)
skywolf2,1710,Sky Wolf (set 2)
defender,,Defender (Red label)
defendg,1713,Defender (Green label)
defendw,1713,Defender (White label)
defndjeu,1713,Defender [Q] (bootleg)
defcmnd,1713,Defense Command (set 1)
defence,1713,Defence Command
mayday,,Mayday (set 1)
maydaya,1719,Mayday (set 2)
maydayb,1719,Mayday (set 3)
colony7,,Colony 7 (set 1)
colony7a,1722,Colony 7 (set 2)
stargate,,Stargate
robotron,,Robotron (Solid Blue label)
robotryo,1725,Robotron (Yellow-Orange label)
joust,,Joust (White-Green label)
joustr,1727,Joust (Solid Red label)
joustwr,1727,Joust (White-Red label)
bubbles,,Bubbles
bubblesr,1730,Bubbles (Solid Red label)
bubblesp,1730,Bubbles (prototype version)
splat,,Splat!
sinistar,,Sinistar (revision 3)
sinista1,1734,Sinistar (prototype version)
sinista2,1734,Sinistar (revision 2)
playball,,PlayBall! (prototype)
blaster,,Blaster
blastkit,1738,Blaster (kit)
spdball,,Speed Ball (prototype)
alienar,,Alien Arena
alienaru,,Alien Arena (Stargate upgrade)
mysticm,,Mystic Marathon
tshoot,,Turkey Shoot
inferno,,Inferno (Williams)
joust2,,Joust 2 - Survival of the Fittest (set 1)
lottofun,,Lotto Fun
vulgus,,Vulgus (set 1)
vulgus2,1748,Vulgus (set 2)
vulgusj,1748,Vulgus (Japan[Q])
sonson,,Son Son
sonsonj,1751,Son Son (Japan)
higemaru,,Pirate Ship Higemaru
1942,,1942 (set 1)
1942a,1754,1942 (set 2)
1942b,1754,1942 (set 3)
exedexes,,Exed Exes
savgbees,1757,Savage Bees
commando,,Commando (World)
commandu,1759,Commando (US)
commandj,1759,Senjou no Ookami
sinvasn,1759,Space Invasion (Europe)
sinvasnb,1759,Space Invasion (bootleg)
gng,,Ghosts'n Goblins (World[Q] set 1)
gnga,1764,Ghosts'n Goblins (World[Q] set 2)
gngt,1764,Ghosts'n Goblins (US)
makaimur,1764,Makai-Mura (Japan)
makaimuc,1764,Makai-Mura (Japan Revision C)
makaimug,1764,Makai-Mura (Japan Revision G)
diamond,,Diamond Run
gunsmoke,,Gun.Smoke (World)
gunsmoku,1771,Gun.Smoke (US set 1)
gunsmoka,1771,Gun.Smoke (US set 2)
gunsmokj,1771,Gun.Smoke (Japan)
sectionz,,Section Z (set 1)
sctionza,1775,Section Z (set 2)
trojan,,Trojan (US)
trojanr,1777,Trojan (Romstar)
trojanj,1777,Tatakai no Banka (Japan)
srumbler,,The Speed Rumbler (set 1)
srumblr2,1780,The Speed Rumbler (set 2)
rushcrsh,1780,Rush and Crash (Japan)
lwings,,Legendary Wings (US set 1)
lwings2,1783,Legendary Wings (US set 2)
lwingsjp,1783,Ares no Tsubasa (Japan)
sidearms,,Side Arms - Hyper Dyne (World)
sidearmr,1786,Side Arms - Hyper Dyne (US)
sidearjp,1786,Side Arms - Hyper Dyne (Japan)
turtship,,Turtle Ship
dyger,,Dyger (Korea set 1)
dygera,1790,Dyger (Korea set 2)
whizz,,Whizz
avengers,,Avengers (US set 1)
avenger2,1793,Avengers (US set 2)
buraiken,1793,Hissatsu Buraiken (Japan)
bionicc,,Bionic Commando (US set 1)
bionicc2,1796,Bionic Commando (US set 2)
topsecrt,1796,Top Secret (Japan)
1943,,1943 - The Battle of Midway (US)
1943j,1799,1943 - The Battle of Midway (Japan)
1943mii,,1943 - The Battle of Midway Mark II (US)
blktiger,,Black Tiger
bktigerb,1802,Black Tiger (bootleg)
blkdrgon,1802,Black Dragon
blkdrgonb,1802,Black Dragon (bootleg)
sf1,,Street Fighter (World)
sf1us,1806,Street Fighter (US)
sf1jp,1806,Street Fighter (Japan)
sf1p,1806,Street Fighter (prototype)
tigeroad,,Tiger Road (US)
toramich,1810,Tora-he no Michi (Japan)
f1dream,,F-1 Dream
f1dreamb,1812,F-1 Dream (bootleg)
1943kai,,1943 Kai - Midway Kaisen
lastduel,,Last Duel (US set 1)
lstduela,1815,Last Duel (US set 2)
lstduelb,1815,Last Duel (bootleg)
madgear,,Mad Gear (US)
madgearj,1818,Mad Gear (Japan)
ledstorm,1818,Led Storm (US)
leds2011,,Led Storm Rally 2011 (World)
forgottn,,Forgotten Worlds (US)
lostwrld,1822,Lost Worlds (Japan)
ghouls,,Ghouls'n Ghosts (World)
ghoulsu,1824,Ghouls'n Ghosts (US)
daimakai,1824,Dai Makai-Mura (Japan)
strider,,Strider (US set 1)
stridrua,1827,Strider (US set 2)
striderj,1827,Strider Hiryu (Japan set 1)
stridrja,1827,Strider Hiryu (Japan set 2)
dw,,Dynasty Wars (World)
dwj,1831,Tenchi wo Kurau (Japan)
willow,,Willow (US)
willowj,1833,"Willow (Japan, Japanese)"
willowje,1833,"Willow (Japan, English)"
unsquad,,U.N. Squadron (US)
area88,1836,Area 88 (Japan)
ffight,,Final Fight (World)
ffightu,1838,Final Fight (US 900112)
ffightj,1838,Final Fight (Japan set 1)
ffightj1,1838,Final Fight (Japan set 2)
ffightae,1838,Final Fight 30th Anniversary Edition
1941,,1941 - Counter Attack (World)
1941j,1843,1941 - Counter Attack (Japan)
mercs,,Mercs (World 900302)
mercsu,1845,Mercs (US 900302)
mercsua,1845,Mercs (US 900608)
mercsj,1845,Senjou no Ookami II (Japan 900302)
mtwins,,Mega Twins (World 900619)
chikij,1849,Chiki Chiki Boys (Japan 900619)
msword,,Magic Sword - Heroic Fantasy (World 900725)
mswordr1,1851,Magic Sword - Heroic Fantasy (World 900623)
mswordu,1851,Magic Sword - Heroic Fantasy (US 900725)
mswordj,1851,Magic Sword (Japan 900623)
cawing,,Carrier Air Wing (World 901012)
cawingu,1855,Carrier Air Wing (US 901012)
cawingj,1855,U.S. Navy (Japan 901012)
nemo,,Nemo (World 901130)
nemoj,1858,Nemo (Japan 901120)
sf2,,Street Fighter II - The World Warrior (World 910522)
sf2eb,1860,Street Fighter II - The World Warrior (World 910214)
sf2ua,1860,Street Fighter II - The World Warrior (US 910206)
sf2ub,1860,Street Fighter II - The World Warrior (US 910214)
sf2ud,1860,Street Fighter II - The World Warrior (US 910318)
sf2ue,1860,Street Fighter II - The World Warrior (US 910228)
sf2uf,1860,Street Fighter II - The World Warrior (US 910411)
sf2ui,1860,Street Fighter II - The World Warrior (US 910522)
sf2uk,1860,Street Fighter II - The World Warrior (US 911101)
sf2j,1860,Street Fighter II - The World Warrior (Japan 911210)
sf2ja,1860,Street Fighter II - The World Warrior (Japan 910214)
sf2jc,1860,Street Fighter II - The World Warrior (Japan 910306)
3wonders,,Three Wonders (World 910520)
3wonderu,1872,Three Wonders (US 910520)
wonder3,1872,Wonder 3 (Japan 910520)
kod,,The King of Dragons (World 910711)
kodu,1875,The King of Dragons (US 910910)
kodj,1875,The King of Dragons (Japan 910805)
kodb,1875,The King of Dragons (bootleg)
captcomm,,Captain Commando (World 911014)
captcomu,1879,Captain Commando (US 910928)
captcomj,1879,Captain Commando (Japan 911202)
knights,,Knights of the Round (World 911127)
knightsu,1882,Knights of the Round (US 911127)
knightsj,1882,Knights of the Round (Japan 911127)
sf2ce,,Street Fighter II' - Champion Edition (World 920313)
sf2mix,1885,Street Fighter II: Champion Edition (Mix 1.3)
sf2ceua,1885,Street Fighter II' - Champion Edition (US 920313)
sf2ceub,1885,Street Fighter II' - Champion Edition (US 920513)
sf2ceuc,1885,Street Fighter II' - Champion Edition (US 920803)
sf2cej,1885,Street Fighter II' - Champion Edition (Japan 920513)
sf2rb,1885,Street Fighter II' - Champion Edition (Rainbow set 1)
sf2rb2,1885,Street Fighter II' - Champion Edition (Rainbow set 2)
sf2red,1885,Street Fighter II' - Champion Edition (Red Wave)
sf2v004,1885,Street Fighter II! - Champion Edition (V004)
sf2accp2,1885,Street Fighter II' - Champion Edition (Accelerator Pt.II)
sf2m1,1885,Street Fighter II' - Champion Edition (M1)
sf2m2,1885,Street Fighter II' - Champion Edition (M2)
sf2m3,1885,Street Fighter II' - Champion Edition (M3)
sf2m4,1885,Street Fighter II' - Champion Edition (M4)
sf2m5,1885,Street Fighter II' - Champion Edition (M5)
sf2m6,1885,Street Fighter II' - Champion Edition (M6)
sf2m7,1885,Street Fighter II' - Champion Edition (M7)
sf2yyc,1885,Street Fighter II' - Champion Edition (YYC)
sf2koryu,1885,Street Fighter II' - Champion Edition (Kouryu)
varth,,Varth - Operation Thunderstorm (World 920612)
varthu,1905,Varth - Operation Thunderstorm (US 920612)
varthj,1905,Varth - Operation Thunderstorm (Japan 920714)
cworld2j,,Capcom World 2 (Japan 920611)
wof,,Warriors of Fate (World 921002)
wofa,1909,Sangokushi II (Asia 921005)
wofu,1909,Warriors of Fate (US 921031)
wofj,1909,Tenchi wo Kurau II - Sekiheki no Tatakai (Japan 921031)
sf2t,1885,Street Fighter II' - Hyper Fighting (US 921209)
sf2tj,1885,Street Fighter II' Turbo - Hyper Fighting (Japan 921209)
dino,,Cadillacs and Dinosaurs (World 930201)
dinou,1915,Cadillacs and Dinosaurs (US 930201)
dinoj,1915,Cadillacs Kyouryuu-Shinseiki (Japan 930201)
punisher,,The Punisher (World 930422)
punishru,1918,The Punisher (US 930422)
punishrj,1918,The Punisher (Japan 930422)
slammast,,Saturday Night Slam Masters (World 930713)
slammasu,1921,Saturday Night Slam Masters (US 930713)
mbomberj,1921,Muscle Bomber - The Body Explosion (Japan 930713)
mbombrd,1921,Muscle Bomber Duo - Ultimate Team Battle (World 931206)
mbombrdj,1921,Muscle Bomber Duo - Heat Up Warriors (Japan 931206)
pnickj,,Pnickies (Japan 940608)
qad,,Quiz and Dragons (US 920701)
qadj,1927,Quiz and Dragons (Japan 940921)
qtono2,,Quiz Tonosama no Yabou 2 Zenkoku-ban (Japan 950123)
pang3,,Pang! 3 (Euro 950511)
pang3j,1930,Pang! 3 (Japan 950511)
megaman,,Mega Man - The Power Battle (CPS1 Asia 951006)
rockmanj,1932,Rockman - The Power Battle (CPS1 Japan 950922)
gulunpa,,Gulun.Pa! (Japan 931220 L Prototype)
wofch,,"Tenchi wo Kurau II: Sekiheki no Tatakai (CPS Changer, Japan 921031)"
ssf2,,Super Street Fighter II: The New Challengers (World 931005)
ssf2r1,1936,Super Street Fighter II: The New Challengers (World 930911)
ssf2u,1936,Super Street Fighter II: The New Challengers (USA 930911)
ssf2us2,1936,Super Street Fighter II: The New Challengers Super 2 (USA 930911)
ssf2a,1936,Super Street Fighter II: The New Challengers (Asia 931005)
ssf2ar1,1936,Super Street Fighter II: The New Challengers (Asia 930914)
ssf2j,1936,Super Street Fighter II: The New Challengers (Japan 931005)
ssf2jr1,1936,Super Street Fighter II: The New Challengers (Japan 930911)
ssf2jr2,1936,Super Street Fighter II: The New Challengers (Japan 930910)
ssf2h,1936,Super Street Fighter II: The New Challengers (Hispanic 930911)
ssf2tb,1936,Super Street Fighter II: The Tournament Battle (World 931119)
ssf2tbr1,1936,Super Street Fighter II: The Tournament Battle (World 930911)
ssf2tbu,1936,Super Street Fighter II: The Tournament Battle (USA 930911)
ssf2tbj,1936,Super Street Fighter II: The Tournament Battle (Japan 931005)
ssf2tbj1,1936,Super Street Fighter II: The Tournament Battle (Japan 930911)
ssf2tba,1936,Super Street Fighter II: The Tournament Battle (Asia 931005)
ssf2tbh,1936,Super Street Fighter II: The Tournament Battle (Hispanic 931005)
ecofghtr,,Eco Fighters (World 931203)
ecofghtru,1953,Eco Fighters (USA 940215)
ecofghtru1,1953,Eco Fighters (USA 931203)
uecology,1953,Ultimate Ecology (Japan 931203)
ecofghtra,1953,Eco Fighters (Asia 931203)
ecofghtrh,1953,Eco Fighters (Hispanic 931203)
ddtod,,Dungeons &amp; Dragons: Tower of Doom (Euro 940412)
ddtodr1,1959,Dungeons &amp; Dragons: Tower of Doom (Euro 940113)
ddtodu,1959,Dungeons &amp; Dragons: Tower of Doom (USA 940125)
ddtodur1,1959,Dungeons &amp; Dragons: Tower of Doom (USA 940113)
ddtodj,1959,Dungeons &amp; Dragons: Tower of Doom (Japan 940412)
ddtodjr1,1959,Dungeons &amp; Dragons: Tower of Doom (Japan 940125)
ddtodjr2,1959,Dungeons &amp; Dragons: Tower of Doom (Japan 940113)
ddtoda,1959,Dungeons &amp; Dragons: Tower of Doom (Asia 940412)
ddtodar1,1959,Dungeons &amp; Dragons: Tower of Doom (Asia 940113)
ddtodh,1959,Dungeons &amp; Dragons: Tower of Doom (Hispanic 940412)
ddtodhr1,1959,Dungeons &amp; Dragons: Tower of Doom (Hispanic 940125)
ddtodhr2,1959,Dungeons &amp; Dragons: Tower of Doom (Hispanic 940113)
ssf2t,,Super Street Fighter II Turbo (World 940223)
ssf2ta,1971,Super Street Fighter II Turbo (Asia 940223)
ssf2th,1971,Super Street Fighter II Turbo (Hispanic 940223)
ssf2tu,1971,Super Street Fighter II Turbo (USA 940323)
ssf2tur1,1971,Super Street Fighter II Turbo (USA 940223)
ssf2xj,1971,Super Street Fighter II X: Grand Master Challenge (Japan 940311)
ssf2xjr1,1971,Super Street Fighter II X: Grand Master Challenge (Japan 940223)
ssf2xjr1r,1971,Super Street Fighter II X: Grand Master Challenge (Japan 940223 rent version)
avsp,,Alien vs. Predator (Euro 940520)
avspu,1979,Alien vs. Predator (USA 940520)
avspj,1979,Alien vs. Predator (Japan 940520)
avspa,1979,Alien vs. Predator (Asia 940520)
avsph,1979,Alien vs. Predator (Hispanic 940520)
dstlk,,Darkstalkers: The Night Warriors (Euro 940705)
dstlku,1984,Darkstalkers: The Night Warriors (USA 940818)
dstlkur1,1984,Darkstalkers: The Night Warriors (USA 940705)
dstlka,1984,Darkstalkers: The Night Warriors (Asia 940705)
dstlkh,1984,Darkstalkers: The Night Warriors (Hispanic 940818)
vampj,1984,Vampire: The Night Warriors (Japan 940705)
vampja,1984,Vampire: The Night Warriors (Japan 940705 alt)
vampjr1,1984,Vampire: The Night Warriors (Japan 940630)
ringdest,,Ring of Destruction: Slammasters II (Euro 940902)
ringdesta,1992,Ring of Destruction: Slammasters II (Asia 940831)
ringdesth,1992,Ring of Destruction: Slammasters II (Hispanic 940902)
ringdestb,1992,Ring of Destruction: Slammasters II (Brazil 940902)
smbomb,1992,Super Muscle Bomber: The International Blowout (Japan 940831)
smbombr1,1992,Super Muscle Bomber: The International Blowout (Japan 940808)
armwar,,Armored Warriors (Euro 941024)
armwarr1,1998,Armored Warriors (Euro 941011)
armwaru,1998,Armored Warriors (USA 941024)
armwaru1,1998,Armored Warriors (USA 940920)
armwarb,1998,Armored Warriors (Brazil 941024)
pgear,1998,Powered Gear: Strategic Variant Armor Equipment (Japan 941024)
pgearr1,1998,Powered Gear: Strategic Variant Armor Equipment (Japan 940916)
armwara,1998,Armored Warriors (Asia 941024)
armwarar1,1998,Armored Warriors (Asia 940920)
xmcota,,X-Men: Children of the Atom (Euro 950331)
xmcotar1,2007,X-Men: Children of the Atom (Euro 950105)
xmcotau,2007,X-Men: Children of the Atom (USA 950105)
xmcotab,2007,X-Men: Children of the Atom (Brazil 950331)
xmcotah,2007,X-Men: Children of the Atom (Hispanic 950331)
xmcotahr1,2007,X-Men: Children of the Atom (Hispanic 950105)
xmcotaj,2007,X-Men: Children of the Atom (Japan 950105)
xmcotaj1,2007,X-Men: Children of the Atom (Japan 941222)
xmcotaj2,2007,X-Men: Children of the Atom (Japan 941219)
xmcotaj3,2007,X-Men: Children of the Atom (Japan 941217)
xmcotajr,2007,X-Men: Children of the Atom (Japan 941208 rent version)
xmcotaa,2007,X-Men: Children of the Atom (Asia 950105)
xmcotaar1,2007,X-Men: Children of the Atom (Asia 941219)
xmcotaar2,2007,X-Men: Children of the Atom (Asia 941217)
nwarr,,Night Warriors: Darkstalkers' Revenge (Euro 950316)
nwarru,2021,Night Warriors: Darkstalkers' Revenge (USA 950406)
nwarrh,2021,Night Warriors: Darkstalkers' Revenge (Hispanic 950403)
nwarrb,2021,Night Warriors: Darkstalkers' Revenge (Brazil 950403)
nwarra,2021,Night Warriors: Darkstalkers' Revenge (Asia 950302)
vhuntj,2021,Vampire Hunter: Darkstalkers' Revenge (Japan 950316)
vhuntjr1s,2021,Vampire Hunter: Darkstalkers' Revenge (Japan 950307 stop version)
vhuntjr1,2021,Vampire Hunter: Darkstalkers' Revenge (Japan 950307)
vhuntjr2,2021,Vampire Hunter: Darkstalkers' Revenge (Japan 950302)
cybots,,Cyberbots: Fullmetal Madness (Euro 950424)
cybotsu,2030,Cyberbots: Fullmetal Madness (USA 950424)
cybotsj,2030,Cyberbots: Fullmetal Madness (Japan 950420)
sfa,,Street Fighter Alpha: Warriors' Dreams (Euro 950727)
sfar1,2033,Street Fighter Alpha: Warriors' Dreams (Euro 950718)
